Dia_Simulacion,Tipo_Evento,Cantidad,Inventario_Previo,Inventario_Posterior,Venta_Perdida,Param_CAPACIDAD_BODEGA,Param_STOCK_INICIAL,Param_PUNTO_REORDEN,Param_CANTIDAD_REABASTECIMIENTO,Param_TIEMPO_ENTRE_LLEGADAS,Param_TAMANO_PEDIDO,Param_LEAD_TIME_PROVEEDOR,Param_TIEMPO_SIMULACION
80.95,Llegada Demanda (Surtida),151,1831,1680,0,10000,2000,1000,2000,1.5,180,2.0,170
82.87,Llegada Demanda (Surtida),173,1680,1507,0,10000,2000,1000,2000,1.5,180,2.0,170
83.87,Llegada Demanda (Surtida),165,1507,1342,0,10000,2000,1000,2000,1.5,180,2.0,170
85.05,Llegada Demanda (Surtida),195,1342,1147,0,10000,2000,1000,2000,1.5,180,2.0,170
87.19,Llegada Demanda (Surtida),173,1147,974,0,10000,2000,1000,2000,1.5,180,2.0,170
87.19,Emisión Pedido,2000,974,974,0,10000,2000,1000,2000,1.5,180,2.0,170
89.45,Recepción Material,2000,974,2974,0,10000,2000,1000,2000,1.5,180,2.0,170
90.28,Llegada Demanda (Surtida),127,2974,2847,0,10000,2000,1000,2000,1.5,180,2.0,170
90.7,Llegada Demanda (Surtida),174,2847,2673,0,10000,2000,1000,2000,1.5,180,2.0,170
91.96,Llegada Demanda (Surtida),213,2673,2460,0,10000,2000,1000,2000,1.5,180,2.0,170
93.67,Llegada Demanda (Surtida),147,2460,2313,0,10000,2000,1000,2000,1.5,180,2.0,170
93.91,Llegada Demanda (Surtida),167,2313,2146,0,10000,2000,1000,2000,1.5,180,2.0,170
94.24,Llegada Demanda (Surtida),121,2146,2025,0,10000,2000,1000,2000,1.5,180,2.0,170
95.39,Llegada Demanda (Surtida),260,2025,1765,0,10000,2000,1000,2000,1.5,180,2.0,170
98.09,Llegada Demanda (Surtida),188,1765,1577,0,10000,2000,1000,2000,1.5,180,2.0,170
98.71,Llegada Demanda (Surtida),168,1577,1409,0,10000,2000,1000,2000,1.5,180,2.0,170
99.74,Llegada Demanda (Surtida),224,1409,1185,0,10000,2000,1000,2000,1.5,180,2.0,170
100.16,Llegada Demanda (Surtida),188,1185,997,0,10000,2000,1000,2000,1.5,180,2.0,170
100.16,Emisión Pedido,2000,997,997,0,10000,2000,1000,2000,1.5,180,2.0,170
101.52,Llegada Demanda (Surtida),179,997,818,0,10000,2000,1000,2000,1.5,180,2.0,170
101.81,Llegada Demanda (Surtida),122,818,696,0,10000,2000,1000,2000,1.5,180,2.0,170
102.47,Recepción Material,2000,696,2696,0,10000,2000,1000,2000,1.5,180,2.0,170
102.72,Llegada Demanda (Surtida),158,2696,2538,0,10000,2000,1000,2000,1.5,180,2.0,170
103.6,Llegada Demanda (Surtida),105,2538,2433,0,10000,2000,1000,2000,1.5,180,2.0,170
105.08,Llegada Demanda (Surtida),138,2433,2295,0,10000,2000,1000,2000,1.5,180,2.0,170
105.5,Llegada Demanda (Surtida),207,2295,2088,0,10000,2000,1000,2000,1.5,180,2.0,170
105.59,Llegada Demanda (Surtida),235,2088,1853,0,10000,2000,1000,2000,1.5,180,2.0,170
105.7,Llegada Demanda (Surtida),184,1853,1669,0,10000,2000,1000,2000,1.5,180,2.0,170
106.53,Llegada Demanda (Surtida),156,1669,1513,0,10000,2000,1000,2000,1.5,180,2.0,170
108.68,Llegada Demanda (Surtida),121,1513,1392,0,10000,2000,1000,2000,1.5,180,2.0,170
113.31,Llegada Demanda (Surtida),179,1392,1213,0,10000,2000,1000,2000,1.5,180,2.0,170
113.66,Llegada Demanda (Surtida),169,1213,1044,0,10000,2000,1000,2000,1.5,180,2.0,170
114.24,Llegada Demanda (Surtida),173,1044,871,0,10000,2000,1000,2000,1.5,180,2.0,170
114.24,Emisión Pedido,2000,871,871,0,10000,2000,1000,2000,1.5,180,2.0,170
114.99,Llegada Demanda (Surtida),186,871,685,0,10000,2000,1000,2000,1.5,180,2.0,170
116.01,Recepción Material,2000,685,2685,0,10000,2000,1000,2000,1.5,180,2.0,170
117.2,Llegada Demanda (Surtida),207,2685,2478,0,10000,2000,1000,2000,1.5,180,2.0,170
123.72,Llegada Demanda (Surtida),167,2478,2311,0,10000,2000,1000,2000,1.5,180,2.0,170
127.54,Llegada Demanda (Surtida),141,2311,2170,0,10000,2000,1000,2000,1.5,180,2.0,170
127.54,Llegada Demanda (Surtida),199,2170,1971,0,10000,2000,1000,2000,1.5,180,2.0,170
128.51,Llegada Demanda (Surtida),205,1971,1766,0,10000,2000,1000,2000,1.5,180,2.0,170
130.59,Llegada Demanda (Surtida),238,1766,1528,0,10000,2000,1000,2000,1.5,180,2.0,170
131.06,Llegada Demanda (Surtida),203,1528,1325,0,10000,2000,1000,2000,1.5,180,2.0,170
131.15,Llegada Demanda (Surtida),164,1325,1161,0,10000,2000,1000,2000,1.5,180,2.0,170
132.22,Llegada Demanda (Surtida),207,1161,954,0,10000,2000,1000,2000,1.5,180,2.0,170
132.22,Emisión Pedido,2000,954,954,0,10000,2000,1000,2000,1.5,180,2.0,170
132.23,Llegada Demanda (Surtida),212,954,742,0,10000,2000,1000,2000,1.5,180,2.0,170
132.92,Llegada Demanda (Surtida),169,742,573,0,10000,2000,1000,2000,1.5,180,2.0,170
134.43,Recepción Material,2000,573,2573,0,10000,2000,1000,2000,1.5,180,2.0,170
134.75,Llegada Demanda (Surtida),214,2573,2359,0,10000,2000,1000,2000,1.5,180,2.0,170
138.02,Llegada Demanda (Surtida),210,2359,2149,0,10000,2000,1000,2000,1.5,180,2.0,170
141.35,Llegada Demanda (Surtida),196,2149,1953,0,10000,2000,1000,2000,1.5,180,2.0,170
143.86,Llegada Demanda (Surtida),174,1953,1779,0,10000,2000,1000,2000,1.5,180,2.0,170
145.7,Llegada Demanda (Surtida),227,1779,1552,0,10000,2000,1000,2000,1.5,180,2.0,170
146.73,Llegada Demanda (Surtida),190,1552,1362,0,10000,2000,1000,2000,1.5,180,2.0,170
147.37,Llegada Demanda (Surtida),186,1362,1176,0,10000,2000,1000,2000,1.5,180,2.0,170
147.64,Llegada Demanda (Surtida),222,1176,954,0,10000,2000,1000,2000,1.5,180,2.0,170
147.64,Emisión Pedido,2000,954,954,0,10000,2000,1000,2000,1.5,180,2.0,170
148.76,Llegada Demanda (Surtida),161,954,793,0,10000,2000,1000,2000,1.5,180,2.0,170
149.05,Llegada Demanda (Surtida),182,793,611,0,10000,2000,1000,2000,1.5,180,2.0,170
149.76,Recepción Material,2000,611,2611,0,10000,2000,1000,2000,1.5,180,2.0,170
150.9,Llegada Demanda (Surtida),130,2611,2481,0,10000,2000,1000,2000,1.5,180,2.0,170
155.04,Llegada Demanda (Surtida),189,2481,2292,0,10000,2000,1000,2000,1.5,180,2.0,170
157.16,Llegada Demanda (Surtida),160,2292,2132,0,10000,2000,1000,2000,1.5,180,2.0,170
157.47,Llegada Demanda (Surtida),177,2132,1955,0,10000,2000,1000,2000,1.5,180,2.0,170
158.68,Llegada Demanda (Surtida),161,1955,1794,0,10000,2000,1000,2000,1.5,180,2.0,170
159.99,Llegada Demanda (Surtida),193,1794,1601,0,10000,2000,1000,2000,1.5,180,2.0,170
160.97,Llegada Demanda (Surtida),112,1601,1489,0,10000,2000,1000,2000,1.5,180,2.0,170
161.34,Llegada Demanda (Surtida),190,1489,1299,0,10000,2000,1000,2000,1.5,180,2.0,170
163.6,Llegada Demanda (Surtida),223,1299,1076,0,10000,2000,1000,2000,1.5,180,2.0,170
168.24,Llegada Demanda (Surtida),182,1076,894,0,10000,2000,1000,2000,1.5,180,2.0,170
168.24,Emisión Pedido,2000,894,894,0,10000,2000,1000,2000,1.5,180,2.0,170
