Dia_Simulacion,Tipo_Evento,Cantidad,Inventario_Previo,Inventario_Posterior,Venta_Perdida,Param_CAPACIDAD_BODEGA,Param_STOCK_INICIAL,Param_PUNTO_REORDEN,Param_CANTIDAD_REABASTECIMIENTO,Param_TIEMPO_ENTRE_LLEGADAS,Param_TAMANO_PEDIDO,Param_LEAD_TIME_PROVEEDOR,Param_TIEMPO_SIMULACION
67.83,Llegada Demanda (Surtida),109,5797,5688,0,10000,2000,1200,5000,1.2,120,1.9,150
71.07,Llegada Demanda (Surtida),131,5688,5557,0,10000,2000,1200,5000,1.2,120,1.9,150
72.48,Llegada Demanda (Surtida),109,5557,5448,0,10000,2000,1200,5000,1.2,120,1.9,150
73.57,Llegada Demanda (Surtida),83,5448,5365,0,10000,2000,1200,5000,1.2,120,1.9,150
74.26,Llegada Demanda (Surtida),77,5365,5288,0,10000,2000,1200,5000,1.2,120,1.9,150
75.22,Llegada Demanda (Surtida),144,5288,5144,0,10000,2000,1200,5000,1.2,120,1.9,150
75.86,Llegada Demanda (Surtida),95,5144,5049,0,10000,2000,1200,5000,1.2,120,1.9,150
76.4,Llegada Demanda (Surtida),83,5049,4966,0,10000,2000,1200,5000,1.2,120,1.9,150
79.15,Llegada Demanda (Surtida),93,4966,4873,0,10000,2000,1200,5000,1.2,120,1.9,150
82.72,Llegada Demanda (Surtida),102,4873,4771,0,10000,2000,1200,5000,1.2,120,1.9,150
83.6,Llegada Demanda (Surtida),99,4771,4672,0,10000,2000,1200,5000,1.2,120,1.9,150
85.0,Llegada Demanda (Surtida),157,4672,4515,0,10000,2000,1200,5000,1.2,120,1.9,150
87.6,Llegada Demanda (Surtida),113,4515,4402,0,10000,2000,1200,5000,1.2,120,1.9,150
88.39,Llegada Demanda (Surtida),95,4402,4307,0,10000,2000,1200,5000,1.2,120,1.9,150
88.96,Llegada Demanda (Surtida),103,4307,4204,0,10000,2000,1200,5000,1.2,120,1.9,150
90.64,Llegada Demanda (Surtida),86,4204,4118,0,10000,2000,1200,5000,1.2,120,1.9,150
91.05,Llegada Demanda (Surtida),93,4118,4025,0,10000,2000,1200,5000,1.2,120,1.9,150
91.24,Llegada Demanda (Surtida),134,4025,3891,0,10000,2000,1200,5000,1.2,120,1.9,150
92.02,Llegada Demanda (Surtida),67,3891,3824,0,10000,2000,1200,5000,1.2,120,1.9,150
93.55,Llegada Demanda (Surtida),134,3824,3690,0,10000,2000,1200,5000,1.2,120,1.9,150
93.61,Llegada Demanda (Surtida),130,3690,3560,0,10000,2000,1200,5000,1.2,120,1.9,150
94.92,Llegada Demanda (Surtida),100,3560,3460,0,10000,2000,1200,5000,1.2,120,1.9,150
97.71,Llegada Demanda (Surtida),119,3460,3341,0,10000,2000,1200,5000,1.2,120,1.9,150
98.63,Llegada Demanda (Surtida),110,3341,3231,0,10000,2000,1200,5000,1.2,120,1.9,150
101.32,Llegada Demanda (Surtida),118,3231,3113,0,10000,2000,1200,5000,1.2,120,1.9,150
102.0,Llegada Demanda (Surtida),152,3113,2961,0,10000,2000,1200,5000,1.2,120,1.9,150
102.34,Llegada Demanda (Surtida),67,2961,2894,0,10000,2000,1200,5000,1.2,120,1.9,150
102.72,Llegada Demanda (Surtida),107,2894,2787,0,10000,2000,1200,5000,1.2,120,1.9,150
103.78,Llegada Demanda (Surtida),120,2787,2667,0,10000,2000,1200,5000,1.2,120,1.9,150
105.42,Llegada Demanda (Surtida),144,2667,2523,0,10000,2000,1200,5000,1.2,120,1.9,150
106.88,Llegada Demanda (Surtida),103,2523,2420,0,10000,2000,1200,5000,1.2,120,1.9,150
107.03,Llegada Demanda (Surtida),108,2420,2312,0,10000,2000,1200,5000,1.2,120,1.9,150
107.03,Llegada Demanda (Surtida),164,2312,2148,0,10000,2000,1200,5000,1.2,120,1.9,150
111.06,Llegada Demanda (Surtida),90,2148,2058,0,10000,2000,1200,5000,1.2,120,1.9,150
111.21,Llegada Demanda (Surtida),133,2058,1925,0,10000,2000,1200,5000,1.2,120,1.9,150
111.32,Llegada Demanda (Surtida),70,1925,1855,0,10000,2000,1200,5000,1.2,120,1.9,150
113.3,Llegada Demanda (Surtida),79,1855,1776,0,10000,2000,1200,5000,1.2,120,1.9,150
113.45,Llegada Demanda (Surtida),122,1776,1654,0,10000,2000,1200,5000,1.2,120,1.9,150
117.12,Llegada Demanda (Surtida),92,1654,1562,0,10000,2000,1200,5000,1.2,120,1.9,150
118.07,Llegada Demanda (Surtida),112,1562,1450,0,10000,2000,1200,5000,1.2,120,1.9,150
126.06,Llegada Demanda (Surtida),115,1450,1335,0,10000,2000,1200,5000,1.2,120,1.9,150
126.1,Llegada Demanda (Surtida),100,1335,1235,0,10000,2000,1200,5000,1.2,120,1.9,150
127.22,Llegada Demanda (Surtida),170,1235,1065,0,10000,2000,1200,5000,1.2,120,1.9,150
127.22,Emisión Pedido,5000,1065,1065,0,10000,2000,1200,5000,1.2,120,1.9,150
127.9,Llegada Demanda (Surtida),137,1065,928,0,10000,2000,1200,5000,1.2,120,1.9,150
127.94,Llegada Demanda (Surtida),109,928,819,0,10000,2000,1200,5000,1.2,120,1.9,150
128.74,Recepción Material,5000,819,5819,0,10000,2000,1200,5000,1.2,120,1.9,150
129.72,Llegada Demanda (Surtida),127,5819,5692,0,10000,2000,1200,5000,1.2,120,1.9,150
132.07,Llegada Demanda (Surtida),134,5692,5558,0,10000,2000,1200,5000,1.2,120,1.9,150
133.3,Llegada Demanda (Surtida),148,5558,5410,0,10000,2000,1200,5000,1.2,120,1.9,150
135.75,Llegada Demanda (Surtida),133,5410,5277,0,10000,2000,1200,5000,1.2,120,1.9,150
136.03,Llegada Demanda (Surtida),100,5277,5177,0,10000,2000,1200,5000,1.2,120,1.9,150
136.29,Llegada Demanda (Surtida),100,5177,5077,0,10000,2000,1200,5000,1.2,120,1.9,150
142.46,Llegada Demanda (Surtida),129,5077,4948,0,10000,2000,1200,5000,1.2,120,1.9,150
146.59,Llegada Demanda (Surtida),151,4948,4797,0,10000,2000,1200,5000,1.2,120,1.9,150
147.26,Llegada Demanda (Surtida),136,4797,4661,0,10000,2000,1200,5000,1.2,120,1.9,150
147.31,Llegada Demanda (Surtida),80,4661,4581,0,10000,2000,1200,5000,1.2,120,1.9,150
148.25,Llegada Demanda (Surtida),129,4581,4452,0,10000,2000,1200,5000,1.2,120,1.9,150
