Dia_Simulacion,Tipo_Evento,Cantidad,Inventario_Previo,Inventario_Posterior,Venta_Perdida,Param_CAPACIDAD_BODEGA,Param_STOCK_INICIAL,Param_PUNTO_REORDEN,Param_CANTIDAD_REABASTECIMIENTO,Param_TIEMPO_ENTRE_LLEGADAS,Param_TAMANO_PEDIDO,Param_LEAD_TIME_PROVEEDOR,Param_TIEMPO_SIMULACION
124.45,Llegada Demanda (Surtida),188,2765,2577,0,10000,2000,1500,5000,1.5,150,2.0,180
130.2,Llegada Demanda (Surtida),143,2577,2434,0,10000,2000,1500,5000,1.5,150,2.0,180
130.56,Llegada Demanda (Surtida),165,2434,2269,0,10000,2000,1500,5000,1.5,150,2.0,180
130.61,Llegada Demanda (Surtida),156,2269,2113,0,10000,2000,1500,5000,1.5,150,2.0,180
131.64,Llegada Demanda (Surtida),117,2113,1996,0,10000,2000,1500,5000,1.5,150,2.0,180
131.68,Llegada Demanda (Surtida),173,1996,1823,0,10000,2000,1500,5000,1.5,150,2.0,180
133.25,Llegada Demanda (Surtida),126,1823,1697,0,10000,2000,1500,5000,1.5,150,2.0,180
134.42,Llegada Demanda (Surtida),198,1697,1499,0,10000,2000,1500,5000,1.5,150,2.0,180
134.42,Emisión Pedido,5000,1499,1499,0,10000,2000,1500,5000,1.5,150,2.0,180
134.62,Llegada Demanda (Surtida),203,1499,1296,0,10000,2000,1500,5000,1.5,150,2.0,180
134.79,Llegada Demanda (Surtida),137,1296,1159,0,10000,2000,1500,5000,1.5,150,2.0,180
136.21,Recepción Material,5000,1159,6159,0,10000,2000,1500,5000,1.5,150,2.0,180
137.68,Llegada Demanda (Surtida),124,6159,6035,0,10000,2000,1500,5000,1.5,150,2.0,180
140.3,Llegada Demanda (Surtida),183,6035,5852,0,10000,2000,1500,5000,1.5,150,2.0,180
142.49,Llegada Demanda (Surtida),126,5852,5726,0,10000,2000,1500,5000,1.5,150,2.0,180
145.12,Llegada Demanda (Surtida),177,5726,5549,0,10000,2000,1500,5000,1.5,150,2.0,180
145.16,Llegada Demanda (Surtida),114,5549,5435,0,10000,2000,1500,5000,1.5,150,2.0,180
146.6,Llegada Demanda (Surtida),146,5435,5289,0,10000,2000,1500,5000,1.5,150,2.0,180
148.26,Llegada Demanda (Surtida),142,5289,5147,0,10000,2000,1500,5000,1.5,150,2.0,180
148.89,Llegada Demanda (Surtida),180,5147,4967,0,10000,2000,1500,5000,1.5,150,2.0,180
149.28,Llegada Demanda (Surtida),153,4967,4814,0,10000,2000,1500,5000,1.5,150,2.0,180
149.9,Llegada Demanda (Surtida),116,4814,4698,0,10000,2000,1500,5000,1.5,150,2.0,180
150.63,Llegada Demanda (Surtida),96,4698,4602,0,10000,2000,1500,5000,1.5,150,2.0,180
153.43,Llegada Demanda (Surtida),154,4602,4448,0,10000,2000,1500,5000,1.5,150,2.0,180
154.09,Llegada Demanda (Surtida),108,4448,4340,0,10000,2000,1500,5000,1.5,150,2.0,180
154.1,Llegada Demanda (Surtida),202,4340,4138,0,10000,2000,1500,5000,1.5,150,2.0,180
156.46,Llegada Demanda (Surtida),165,4138,3973,0,10000,2000,1500,5000,1.5,150,2.0,180
156.95,Llegada Demanda (Surtida),137,3973,3836,0,10000,2000,1500,5000,1.5,150,2.0,180
157.54,Llegada Demanda (Surtida),77,3836,3759,0,10000,2000,1500,5000,1.5,150,2.0,180
158.63,Llegada Demanda (Surtida),131,3759,3628,0,10000,2000,1500,5000,1.5,150,2.0,180
159.38,Llegada Demanda (Surtida),185,3628,3443,0,10000,2000,1500,5000,1.5,150,2.0,180
163.86,Llegada Demanda (Surtida),114,3443,3329,0,10000,2000,1500,5000,1.5,150,2.0,180
164.44,Llegada Demanda (Surtida),164,3329,3165,0,10000,2000,1500,5000,1.5,150,2.0,180
165.55,Llegada Demanda (Surtida),130,3165,3035,0,10000,2000,1500,5000,1.5,150,2.0,180
165.96,Llegada Demanda (Surtida),67,3035,2968,0,10000,2000,1500,5000,1.5,150,2.0,180
166.25,Llegada Demanda (Surtida),138,2968,2830,0,10000,2000,1500,5000,1.5,150,2.0,180
166.49,Llegada Demanda (Surtida),159,2830,2671,0,10000,2000,1500,5000,1.5,150,2.0,180
170.15,Llegada Demanda (Surtida),131,2671,2540,0,10000,2000,1500,5000,1.5,150,2.0,180
170.28,Llegada Demanda (Surtida),197,2540,2343,0,10000,2000,1500,5000,1.5,150,2.0,180
171.86,Llegada Demanda (Surtida),157,2343,2186,0,10000,2000,1500,5000,1.5,150,2.0,180
172.1,Llegada Demanda (Surtida),213,2186,1973,0,10000,2000,1500,5000,1.5,150,2.0,180
172.13,Llegada Demanda (Surtida),172,1973,1801,0,10000,2000,1500,5000,1.5,150,2.0,180
172.53,Llegada Demanda (Surtida),126,1801,1675,0,10000,2000,1500,5000,1.5,150,2.0,180
173.78,Llegada Demanda (Surtida),132,1675,1543,0,10000,2000,1500,5000,1.5,150,2.0,180
175.41,Llegada Demanda (Surtida),167,1543,1376,0,10000,2000,1500,5000,1.5,150,2.0,180
175.41,Emisión Pedido,5000,1376,1376,0,10000,2000,1500,5000,1.5,150,2.0,180
175.8,Llegada Demanda (Surtida),150,1376,1226,0,10000,2000,1500,5000,1.5,150,2.0,180
176.12,Llegada Demanda (Surtida),96,1226,1130,0,10000,2000,1500,5000,1.5,150,2.0,180
176.26,Llegada Demanda (Surtida),148,1130,982,0,10000,2000,1500,5000,1.5,150,2.0,180
177.38,Recepción Material,5000,982,5982,0,10000,2000,1500,5000,1.5,150,2.0,180
