Scenario_ID,Escenario,CAPACIDAD_BODEGA,STOCK_INICIAL,PUNTO_REORDEN,CANTIDAD_REABASTECIMIENTO,TIEMPO_ENTRE_LLEGADAS,TAMANO_PEDIDO,LEAD_TIME_PROVEEDOR,TIEMPO_SIMULACION,STOCK_INICIAL_RATIO,PUNTO_REORDEN_RATIO,CANTIDAD_REABASTECIMIENTO_RATIO,Demanda_Diaria_Esperada,Cobertura_Inicial_Dias,Cobertura_ROP_Dias,Cobertura_Q_Dias,Brecha_LeadTime_Dias,Categoria_Riesgo,Replicas,Nivel_Servicio_mean,Nivel_Servicio_std,Nivel_Servicio_min,Nivel_Servicio_p05,Nivel_Servicio_p95,Fill_Rate_Unidades_mean,Ventas_Perdidas_mean,Ventas_Perdidas_max,Unidades_Perdidas_mean,Prob_Ruptura,Costo_Total_mean,Costo_Total_std,Costo_Total_p50,Costo_Total_p95,Costo_Total_CVaR95,Inventario_Promedio_mean,Ordenes_Proveedor_mean,Unidades_Vendidas_mean,Total_Solicitudes_mean
SCN-0092,Baja demanda / Lento proveedor / Ajustada,8000,2800,800,3600,1.8,120,3.0,240,0.35,0.1,0.45,66.6667,42.0,12.0,54.0,9.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,91055.0253,1169.5435,91563.5615,91852.1474,91884.2125,2408.9359,4.3333,15722.6667,131.3333
SCN-0084,Media demanda / Lento proveedor / Ajustada,8000,2800,800,3600,0.9,120,3.0,240,0.35,0.1,0.45,133.3333,21.0,6.0,27.0,3.0,Bajo,3,99.1567,0.8286,98.2,98.342,99.647,99.1235,2.3333,5,292.6667,100.0,91621.932,6028.9136,92028.9245,96896.2262,97437.0375,2197.6092,9.0,32888.3333,275.3333
SCN-0028,Baja demanda / Lento proveedor / Ajustada,8000,1440,800,3600,1.8,120,3.0,240,0.18,0.1,0.45,66.6667,21.6,12.0,54.0,9.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,91862.4317,4834.0984,90836.4545,96498.0899,97127.1605,2422.1046,4.6667,15726.3333,131.6667
SCN-0070,Alta demanda / Rapido proveedor / Ajustada,8000,2800,800,1760,0.9,220,1.0,240,0.35,0.1,0.22,244.4444,11.4545,3.2727,7.2,2.2727,Bajo,3,98.8633,1.0098,98.07,98.115,99.852,98.7373,3.0,5,723.3333,66.6667,91958.5268,6057.8452,94707.262,96009.9486,96154.6915,1472.3665,31.6667,56686.3333,261.3333
SCN-0249,Baja demanda / Rapido proveedor / Conservadora,12000,4200,2640,5400,1.8,120,1.0,120,0.35,0.22,0.45,66.6667,63.0,39.6,81.0,38.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,91961.0002,6820.8528,93132.062,97621.6598,98120.504,5016.3519,1.6667,7283.6667,62.0
SCN-0208,Media demanda / Lento proveedor / Ajustada,12000,4200,1200,2640,1.8,220,3.0,240,0.35,0.1,0.22,122.2222,34.3636,9.8182,21.6,6.8182,Bajo,3,99.7433,0.4446,99.23,99.307,100.0,99.6772,0.3333,1,89.0,33.3333,92128.0598,2019.8352,92287.125,93886.006,94063.6595,2266.1869,9.6667,27398.3333,127.0
SCN-0144,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,1.8,220,3.0,240,0.18,0.1,0.22,122.2222,17.6727,9.8182,21.6,6.8182,Bajo,3,99.77,0.3984,99.31,99.379,100.0,99.7986,0.3333,1,64.6667,33.3333,92402.2088,1224.9034,92739.667,93354.6748,93423.009,2260.691,10.3333,27409.6667,127.0
SCN-0191,Media demanda / Lento proveedor / Conservadora,12000,2160,2640,5400,1.8,220,3.0,120,0.18,0.22,0.45,122.2222,17.6727,21.6,44.1818,18.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,92673.7793,2394.0931,94035.9865,94071.9415,94075.9365,4963.3581,3.3333,14777.0,67.3333
SCN-0255,Media demanda / Lento proveedor / Conservadora,12000,4200,2640,5400,1.8,220,3.0,120,0.35,0.22,0.45,122.2222,34.3636,21.6,44.1818,18.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,93227.7188,7006.5803,93904.2505,99274.7697,99871.494,4994.1325,3.3333,17058.0,77.0
SCN-0204,Baja demanda / Lento proveedor / Ajustada,12000,4200,1200,2640,1.8,120,3.0,240,0.35,0.1,0.22,66.6667,63.0,18.0,39.6,15.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,93554.114,2883.4949,94787.6555,95532.8501,95615.6495,2459.8365,5.0,15606.3333,131.3333
SCN-0138,Baja demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,1.8,120,1.0,240,0.18,0.1,0.22,66.6667,32.4,18.0,39.6,17.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,93598.0197,4327.2728,93575.658,97500.3528,97936.43,2414.7598,6.6667,17026.6667,142.6667
SCN-0026,Baja demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,1.8,120,1.0,240,0.18,0.1,0.45,66.6667,21.6,12.0,54.0,11.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,94613.31,2229.4136,94957.607,96481.2521,96650.546,2489.2586,5.0,17130.0,142.6667
SCN-0181,Alta demanda / Rapido proveedor / Conservadora,12000,2160,2640,5400,0.9,220,1.0,120,0.18,0.22,0.45,244.4444,8.8364,10.8,22.0909,9.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,94938.6268,5938.3421,94726.0585,100354.965,100980.399,4922.5163,6.3333,30187.0,135.6667
SCN-0241,Media demanda / Rapido proveedor / Conservadora,12000,4200,2640,5400,0.9,120,1.0,120,0.35,0.22,0.45,133.3333,31.5,19.8,40.5,18.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,95437.3203,2269.7304,95336.145,97513.9664,97755.9465,5116.8881,3.3333,16279.3333,135.0
SCN-0108,Baja demanda / Lento proveedor / Ajustada,8000,2800,1760,1760,1.8,120,3.0,240,0.35,0.22,0.22,66.6667,42.0,26.4,26.4,23.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,95504.4618,1468.1053,95649.6495,96770.086,96894.579,2421.4202,8.3333,14949.6667,126.3333
SCN-0030,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,1.8,220,1.0,240,0.18,0.1,0.45,122.2222,11.7818,6.5455,29.4545,5.5455,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,95648.1218,3124.181,95948.345,98345.0526,98611.3535,2425.4108,8.3333,28561.6667,131.6667
SCN-0048,Media demanda / Lento proveedor / Ajustada,8000,1440,1760,1760,1.8,220,3.0,240,0.18,0.22,0.22,122.2222,11.7818,14.4,14.4,11.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,96091.6455,1063.6466,95849.878,97114.8158,97255.3645,2224.768,16.0,27116.3333,126.0
SCN-0082,Media demanda / Rapido proveedor / Ajustada,8000,2800,800,3600,0.9,120,1.0,240,0.35,0.1,0.45,133.3333,21.0,6.0,27.0,5.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,96246.493,3388.6776,97550.0985,98665.8114,98789.7795,2423.5137,9.0,32175.6667,268.0
SCN-0200,Alta demanda / Lento proveedor / Ajustada,12000,4200,1200,2640,0.9,220,3.0,240,0.35,0.1,0.22,244.4444,17.1818,4.9091,10.8,1.9091,Bajo,3,98.59,0.6777,97.95,98.007,99.222,98.542,3.6667,5,837.6667,100.0,96528.0395,1002.3453,96371.238,97476.7139,97599.5445,1851.6678,21.3333,57905.3333,266.6667
SCN-0130,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,0.9,120,1.0,240,0.18,0.1,0.22,133.3333,16.2,9.0,19.8,8.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,96636.4583,1706.603,96820.001,98101.4844,98243.8715,2341.7535,12.3333,31625.3333,266.0
SCN-0206,Media demanda / Rapido proveedor / Ajustada,12000,4200,1200,2640,1.8,220,1.0,240,0.35,0.1,0.22,122.2222,34.3636,9.8182,21.6,8.8182,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,96705.5745,2834.4474,96361.474,99362.8746,99696.3635,2408.4882,10.0,28491.3333,131.3333
SCN-0044,Baja demanda / Lento proveedor / Ajustada,8000,1440,1760,1760,1.8,120,3.0,240,0.18,0.22,0.22,66.6667,21.6,26.4,26.4,23.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,96731.7992,1740.7255,96323.932,98408.6128,98640.244,2418.4759,9.6667,15748.0,131.6667
SCN-0202,Baja demanda / Rapido proveedor / Ajustada,12000,4200,1200,2640,1.8,120,1.0,240,0.35,0.1,0.22,66.6667,63.0,18.0,39.6,17.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,97045.9483,2176.4108,96069.0255,99192.5857,99539.648,2547.5726,5.3333,15618.3333,131.3333
SCN-0018,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,0.9,120,1.0,240,0.18,0.1,0.45,133.3333,10.8,6.0,27.0,5.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,97115.6028,1355.908,97867.7905,97922.5982,97928.688,2438.3964,9.3333,32209.3333,268.3333
SCN-0090,Baja demanda / Rapido proveedor / Ajustada,8000,2800,800,3600,1.8,120,1.0,240,0.35,0.1,0.45,66.6667,42.0,12.0,54.0,11.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,97152.039,3480.5988,96280.585,100515.0611,100985.5585,2587.5566,4.0,15260.0,128.6667
SCN-0036,Media demanda / Lento proveedor / Ajustada,8000,1440,1760,1760,0.9,120,3.0,240,0.18,0.22,0.22,133.3333,10.8,13.2,13.2,10.2,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,97159.5363,953.87,97152.8145,98020.356,98116.7495,2217.3945,17.3333,29261.3333,244.6667
SCN-0189,Media demanda / Rapido proveedor / Conservadora,12000,2160,2640,5400,1.8,220,1.0,120,0.18,0.22,0.45,122.2222,17.6727,21.6,44.1818,20.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,97391.1455,5363.4616,99717.6645,101050.4345,101198.52,5243.9525,3.0,14390.3333,65.3333
SCN-0187,Baja demanda / Lento proveedor / Conservadora,12000,2160,2640,5400,1.8,120,3.0,120,0.18,0.22,0.45,66.6667,32.4,39.6,81.0,36.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,97491.9345,3682.2297,95813.609,101124.2539,101714.3255,5305.1075,2.0,7572.6667,65.3333
SCN-0253,Media demanda / Rapido proveedor / Conservadora,12000,4200,2640,5400,1.8,220,1.0,120,0.35,0.22,0.45,122.2222,34.3636,21.6,44.1818,20.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,97587.478,1241.4719,97796.7945,98619.5669,98710.986,5254.8599,3.0,15538.0,71.3333
SCN-0094,Media demanda / Rapido proveedor / Ajustada,8000,2800,800,3600,1.8,220,1.0,240,0.35,0.1,0.45,122.2222,22.9091,6.5455,29.4545,5.5455,Bajo,3,99.7733,0.3926,99.32,99.388,100.0,99.7661,0.3333,1,75.0,33.3333,97893.8518,1609.4938,97082.068,99481.0275,99747.5785,2485.0144,7.6667,27263.6667,126.3333
SCN-0177,Media demanda / Rapido proveedor / Conservadora,12000,2160,2640,5400,0.9,120,1.0,120,0.18,0.22,0.45,133.3333,16.2,19.8,40.5,18.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,97908.3188,1821.9797,98872.735,99028.1164,99045.381,5254.1659,3.3333,15276.6667,127.0
SCN-0142,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,1.8,220,1.0,240,0.18,0.1,0.22,122.2222,17.6727,9.8182,21.6,8.8182,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,98067.1942,2371.4407,99271.6495,99562.3805,99594.684,2455.5702,9.6667,25790.3333,118.0
SCN-0100,Media demanda / Lento proveedor / Ajustada,8000,2800,1760,1760,0.9,120,3.0,240,0.35,0.22,0.22,133.3333,21.0,13.2,13.2,10.2,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,98420.3342,581.9614,98751.6645,98760.0426,98760.9735,2243.1574,17.6667,31111.0,263.0
SCN-0185,Baja demanda / Rapido proveedor / Conservadora,12000,2160,2640,5400,1.8,120,1.0,120,0.18,0.22,0.45,66.6667,32.4,39.6,81.0,38.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,98964.2935,1712.1023,99540.9905,100236.3242,100313.5835,5386.9052,2.0,8085.0,68.0
SCN-0245,Alta demanda / Rapido proveedor / Conservadora,12000,4200,2640,5400,0.9,220,1.0,120,0.35,0.22,0.45,244.4444,17.1818,10.8,22.0909,9.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,99495.631,2206.5689,100752.2525,100783.397,100786.8575,5249.7573,5.0,26082.6667,118.6667
SCN-0194,Media demanda / Rapido proveedor / Ajustada,12000,4200,1200,2640,0.9,120,1.0,240,0.35,0.1,0.22,133.3333,31.5,9.0,19.8,8.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,99625.5817,2339.3781,98319.5515,101925.6944,102326.377,2415.5254,12.6667,34702.6667,288.6667
SCN-0112,Media demanda / Lento proveedor / Ajustada,8000,2800,1760,1760,1.8,220,3.0,240,0.35,0.22,0.22,122.2222,22.9091,14.4,14.4,11.4,Bajo,3,99.4633,0.9295,98.39,98.551,100.0,99.469,0.6667,2,145.6667,33.3333,101309.5785,739.2128,101133.073,102022.2676,102121.067,2318.8216,16.3333,29089.0,131.6667
SCN-0042,Baja demanda / Rapido proveedor / Ajustada,8000,1440,1760,1760,1.8,120,1.0,240,0.18,0.22,0.22,66.6667,21.6,26.4,26.4,25.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,101419.7357,2588.7717,100075.2965,103971.2368,104404.119,2576.4741,8.6667,14423.6667,121.3333
SCN-0106,Baja demanda / Rapido proveedor / Ajustada,8000,2800,1760,1760,1.8,120,1.0,240,0.35,0.22,0.22,66.6667,42.0,26.4,26.4,25.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,102210.3518,1101.6488,101594.76,103293.4645,103482.2095,2579.9172,9.3333,16245.3333,135.6667
SCN-0134,Alta demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,0.9,220,1.0,240,0.18,0.1,0.22,244.4444,8.8364,4.9091,10.8,3.9091,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,102956.2432,1800.3878,102635.8715,104669.3662,104895.31,2230.266,22.6667,59231.6667,270.3333
SCN-0136,Alta demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,0.9,220,3.0,240,0.18,0.1,0.22,244.4444,8.8364,4.9091,10.8,1.9091,Bajo,3,97.57,1.1166,96.42,96.542,98.549,97.5879,6.6667,10,1449.3333,100.0,103117.4637,10914.8151,99560.4365,113786.4098,115367.0735,1820.0777,22.6667,59137.3333,276.6667
SCN-0022,Alta demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,0.9,220,1.0,240,0.18,0.1,0.45,244.4444,5.8909,3.2727,14.7273,2.2727,Bajo,3,99.4967,0.575,98.87,98.945,99.962,99.5324,1.3333,3,280.6667,66.6667,104754.5085,3411.6298,105315.146,107597.4992,107851.094,2356.7364,17.0,59752.6667,269.6667
SCN-0086,Alta demanda / Rapido proveedor / Ajustada,8000,2800,800,3600,0.9,220,1.0,240,0.35,0.1,0.45,244.4444,11.4545,3.2727,14.7273,2.2727,Bajo,3,99.4933,0.2196,99.24,99.277,99.628,99.4568,1.3333,2,313.6667,100.0,104955.7302,1568.9636,104587.0475,106467.2879,106676.2035,2392.0295,15.6667,57307.0,263.0
SCN-0104,Alta demanda / Lento proveedor / Ajustada,8000,2800,1760,1760,0.9,220,3.0,240,0.35,0.22,0.22,244.4444,11.4545,7.2,7.2,4.2,Bajo,3,99.2867,0.9187,98.25,98.386,99.961,99.2714,2.0,5,443.0,66.6667,106133.697,6620.0637,104282.4825,112562.3268,113482.3095,1905.2694,33.0,57908.3333,267.6667
SCN-0198,Alta demanda / Rapido proveedor / Ajustada,12000,4200,1200,2640,0.9,220,1.0,240,0.35,0.1,0.22,244.4444,17.1818,4.9091,10.8,3.9091,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,106493.9148,3134.6494,107110.707,109057.9601,109274.3215,2337.7939,22.3333,60432.0,277.0
SCN-0046,Media demanda / Rapido proveedor / Ajustada,8000,1440,1760,1760,1.8,220,1.0,240,0.18,0.22,0.22,122.2222,11.7818,14.4,14.4,13.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,106720.8613,1571.8383,105926.3075,108270.8525,108531.3575,2482.9869,17.3333,29420.6667,134.0
SCN-0034,Media demanda / Rapido proveedor / Ajustada,8000,1440,1760,1760,0.9,120,1.0,240,0.18,0.22,0.22,133.3333,10.8,13.2,13.2,12.2,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,107233.0732,1905.9598,107423.16,108875.4963,109036.867,2460.178,18.6667,31755.0,264.3333
SCN-0098,Media demanda / Rapido proveedor / Ajustada,8000,2800,1760,1760,0.9,120,1.0,240,0.35,0.22,0.22,133.3333,21.0,13.2,13.2,12.2,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,107392.453,1490.3719,107811.604,108546.6916,108628.368,2483.1237,18.0,31861.0,266.6667
SCN-0110,Media demanda / Rapido proveedor / Ajustada,8000,2800,1760,1760,1.8,220,1.0,240,0.35,0.22,0.22,122.2222,22.9091,14.4,14.4,13.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,107457.3933,1582.835,108280.393,108441.2986,108459.177,2531.2239,16.3333,28992.0,130.0
SCN-0040,Alta demanda / Lento proveedor / Ajustada,8000,1440,1760,1760,0.9,220,3.0,240,0.18,0.22,0.22,244.4444,5.8909,7.2,7.2,4.2,Bajo,3,98.4233,1.1131,97.16,97.329,99.219,98.3489,4.3333,8,1008.3333,100.0,113093.1552,8558.3231,109684.8155,121515.9545,122830.5255,1903.5136,34.3333,58610.0,270.6667
SCN-0024,Alta demanda / Lento proveedor / Ajustada,8000,1440,800,3600,0.9,220,3.0,240,0.18,0.1,0.45,244.4444,5.8909,3.2727,14.7273,0.2727,Medio,3,95.0367,1.9299,93.31,93.447,96.876,94.8982,14.0,20,3113.6667,100.0,118303.3347,9947.1345,117942.271,127377.7036,128426.085,1946.1297,16.3333,57763.6667,280.0
SCN-0102,Alta demanda / Rapido proveedor / Ajustada,8000,2800,1760,1760,0.9,220,1.0,240,0.35,0.22,0.22,244.4444,11.4545,7.2,7.2,6.2,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,118592.5115,1894.835,118669.067,120270.0244,120447.9085,2405.3476,32.0,56512.6667,259.0
SCN-0056,Alta demanda / Lento proveedor / Conservadora,8000,1440,1760,3600,0.9,220,3.0,240,0.18,0.22,0.45,244.4444,5.8909,7.2,14.7273,4.2,Bajo,3,99.7567,0.2108,99.63,99.631,99.964,99.7686,0.6667,1,138.6667,66.6667,120233.6857,3610.8547,120832.9795,123239.9575,123507.3995,2827.5283,17.0,60045.0,275.0
SCN-0120,Alta demanda / Lento proveedor / Conservadora,8000,2800,1760,3600,0.9,220,3.0,240,0.35,0.22,0.45,244.4444,11.4545,7.2,14.7273,4.2,Bajo,3,99.88,0.2078,99.64,99.676,100.0,99.8571,0.3333,1,86.3333,33.3333,120435.8018,717.7922,120712.678,120947.7971,120973.9215,2849.4019,17.0,60107.3333,272.0
SCN-0038,Alta demanda / Rapido proveedor / Ajustada,8000,1440,1760,1760,0.9,220,1.0,240,0.18,0.22,0.22,244.4444,5.8909,7.2,7.2,6.2,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,120440.0592,2402.504,121091.562,122313.8142,122449.62,2382.5942,34.6667,60111.0,276.0
SCN-0124,Baja demanda / Lento proveedor / Conservadora,8000,2800,1760,3600,1.8,120,3.0,240,0.35,0.22,0.45,66.6667,42.0,26.4,54.0,23.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,120567.8688,2097.5331,120913.3545,122315.4245,122471.21,3200.9593,5.3333,17353.3333,143.0
SCN-0116,Media demanda / Lento proveedor / Conservadora,8000,2800,1760,3600,0.9,120,3.0,240,0.35,0.22,0.45,133.3333,21.0,13.2,27.0,10.2,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,121118.3528,2048.4646,121534.38,122787.6215,122926.8705,3105.1394,9.3333,31685.3333,266.3333
SCN-0064,Media demanda / Lento proveedor / Conservadora,8000,1440,1760,3600,1.8,220,3.0,240,0.18,0.22,0.45,122.2222,11.7818,14.4,29.4545,11.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,121695.453,1726.3459,121426.124,123329.183,123540.634,3158.207,8.0,26525.0,122.3333
SCN-0128,Media demanda / Lento proveedor / Conservadora,8000,2800,1760,3600,1.8,220,3.0,240,0.35,0.22,0.45,122.2222,22.9091,14.4,29.4545,11.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,122806.2717,3805.2146,121405.2875,126542.5595,127113.3675,3170.5446,8.6667,30460.0,139.3333
SCN-0052,Media demanda / Lento proveedor / Conservadora,8000,1440,1760,3600,0.9,120,3.0,240,0.18,0.22,0.45,133.3333,10.8,13.2,27.0,10.2,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,123736.5377,938.666,123958.733,124485.6267,124544.1705,3168.6075,9.6667,32938.3333,275.3333
SCN-0152,Alta demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,0.9,220,3.0,240,0.18,0.1,0.45,244.4444,8.8364,4.9091,22.0909,1.9091,Bajo,3,99.7467,0.2203,99.6,99.604,99.964,99.7011,0.6667,1,175.3333,66.6667,127588.4043,3162.128,126698.16,130660.0203,131100.227,3181.0853,11.3333,58377.3333,267.0
SCN-0060,Baja demanda / Lento proveedor / Conservadora,8000,1440,1760,3600,1.8,120,3.0,240,0.18,0.22,0.45,66.6667,21.6,26.4,54.0,23.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,128374.0707,6075.6919,130434.197,132880.0775,133151.842,3436.3168,4.6667,14315.3333,120.0
SCN-0088,Alta demanda / Lento proveedor / Ajustada,8000,2800,800,3600,0.9,220,3.0,240,0.35,0.1,0.45,244.4444,11.4545,3.2727,14.7273,0.2727,Medio,3,93.1233,1.9444,91.04,91.28,94.745,92.9108,18.6667,25,4203.6667,100.0,129969.7085,13160.6069,131305.2135,141301.0001,142411.643,1990.9363,15.3333,54964.0,270.6667
SCN-0126,Media demanda / Rapido proveedor / Conservadora,8000,2800,1760,3600,1.8,220,1.0,240,0.35,0.22,0.45,122.2222,22.9091,14.4,29.4545,13.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,130006.0178,2163.6769,130582.76,131698.8716,131822.884,3379.7968,8.3333,28700.0,132.6667
SCN-0148,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,0.9,120,3.0,240,0.18,0.1,0.45,133.3333,16.2,9.0,40.5,6.0,Bajo,3,99.88,0.2078,99.64,99.676,100.0,99.8323,0.3333,1,55.3333,33.3333,130433.2198,2291.8563,129361.801,132694.2805,133064.556,3439.5524,6.0,30975.0,260.0
SCN-0224,Media demanda / Lento proveedor / Ajustada,12000,4200,1200,5400,1.8,220,3.0,240,0.35,0.1,0.45,122.2222,34.3636,9.8182,44.1818,6.8182,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,130867.0688,3582.6367,132575.7305,133205.5266,133275.504,3487.0482,5.3333,29557.6667,134.3333
SCN-0050,Media demanda / Rapido proveedor / Conservadora,8000,1440,1760,3600,0.9,120,1.0,240,0.18,0.22,0.45,133.3333,10.8,13.2,27.0,12.2,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,131871.3713,1738.9149,131750.981,133475.7158,133667.353,3403.8344,9.3333,31127.3333,259.6667
SCN-0122,Baja demanda / Rapido proveedor / Conservadora,8000,2800,1760,3600,1.8,120,1.0,240,0.35,0.22,0.45,66.6667,42.0,26.4,54.0,25.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,132591.1477,1745.9746,133510.3165,133667.9974,133685.5175,3553.4578,4.6667,16396.6667,136.3333
SCN-0058,Baja demanda / Rapido proveedor / Conservadora,8000,1440,1760,3600,1.8,120,1.0,240,0.18,0.22,0.45,66.6667,21.6,26.4,54.0,25.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,132757.7125,3747.8903,130846.76,136452.9928,137075.9075,3548.8253,5.0,16336.0,136.3333
SCN-0212,Media demanda / Lento proveedor / Ajustada,12000,4200,1200,5400,0.9,120,3.0,240,0.35,0.1,0.45,133.3333,31.5,9.0,40.5,6.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,132763.201,1606.1618,132009.093,134347.7938,134607.6495,3521.2,6.0,33498.0,280.3333
SCN-0216,Alta demanda / Lento proveedor / Ajustada,12000,4200,1200,5400,0.9,220,3.0,240,0.35,0.1,0.45,244.4444,17.1818,4.9091,22.0909,1.9091,Bajo,3,98.6133,1.1337,97.38,97.527,99.534,98.3681,3.6667,7,962.6667,100.0,132964.9783,5531.4478,131249.2495,138360.8133,139150.987,3132.3235,10.6667,57297.3333,262.0
SCN-0114,Media demanda / Rapido proveedor / Conservadora,8000,2800,1760,3600,0.9,120,1.0,240,0.35,0.22,0.45,133.3333,21.0,13.2,27.0,12.2,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,133016.5052,2906.2074,131349.249,135869.9787,136372.282,3426.3844,9.6667,33635.0,277.6667
SCN-0062,Media demanda / Rapido proveedor / Conservadora,8000,1440,1760,3600,1.8,220,1.0,240,0.18,0.22,0.45,122.2222,11.7818,14.4,29.4545,13.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,133519.4142,2445.2823,134107.6205,135466.013,135616.9455,3468.1319,8.6667,29743.6667,134.6667
SCN-0222,Media demanda / Rapido proveedor / Ajustada,12000,4200,1200,5400,1.8,220,1.0,240,0.35,0.1,0.45,122.2222,34.3636,9.8182,44.1818,8.8182,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,136069.9893,2343.2422,136536.053,137984.2637,138145.176,3631.5738,5.3333,30078.3333,137.6667
