Scenario_ID,Escenario,CAPACIDAD_BODEGA,STOCK_INICIAL,PUNTO_REORDEN,CANTIDAD_REABASTECIMIENTO,TIEMPO_ENTRE_LLEGADAS,TAMANO_PEDIDO,LEAD_TIME_PROVEEDOR,TIEMPO_SIMULACION,STOCK_INICIAL_RATIO,PUNTO_REORDEN_RATIO,CANTIDAD_REABASTECIMIENTO_RATIO,Demanda_Diaria_Esperada,Cobertura_Inicial_Dias,Cobertura_ROP_Dias,Cobertura_Q_Dias,Brecha_LeadTime_Dias,Categoria_Riesgo,Replicas,Nivel_Servicio_mean,Nivel_Servicio_std,Nivel_Servicio_min,Nivel_Servicio_p05,Nivel_Servicio_p95,Fill_Rate_Unidades_mean,Ventas_Perdidas_mean,Ventas_Perdidas_max,Unidades_Perdidas_mean,Prob_Ruptura,Costo_Total_mean,Costo_Total_std,Costo_Total_p50,Costo_Total_p95,Costo_Total_CVaR95,Inventario_Promedio_mean,Ordenes_Proveedor_mean,Unidades_Vendidas_mean,Total_Solicitudes_mean
SCN-0127,Media demanda / Lento proveedor / Conservadora,8000,2800,1760,3600,1.8,220,3.0,120,0.35,0.22,0.45,122.2222,22.9091,14.4,29.4545,11.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,61400.0015,3126.2211,60569.7895,64428.7537,64857.5275,3188.889,4.0,13468.3333,60.6667
SCN-0063,Media demanda / Lento proveedor / Conservadora,8000,1440,1760,3600,1.8,220,3.0,120,0.18,0.22,0.45,122.2222,11.7818,14.4,29.4545,11.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,61516.5842,2581.4279,60111.439,64057.3324,64495.765,3158.3287,4.6667,14773.0,67.3333
SCN-0215,Alta demanda / Lento proveedor / Ajustada,12000,4200,1200,5400,0.9,220,3.0,120,0.35,0.1,0.45,244.4444,17.1818,4.9091,22.0909,1.9091,Bajo,3,99.76,0.4157,99.28,99.352,100.0,99.8195,0.3333,1,53.0,33.3333,61598.5425,1756.6474,60766.0465,63331.609,63616.6715,3093.0301,5.3333,28609.3333,130.3333
SCN-0115,Media demanda / Lento proveedor / Conservadora,8000,2800,1760,3600,0.9,120,3.0,120,0.35,0.22,0.45,133.3333,21.0,13.2,27.0,10.2,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,61776.877,1578.779,62123.078,63050.7507,63153.8255,3154.2709,5.0,17165.6667,144.0
SCN-0051,Media demanda / Lento proveedor / Conservadora,8000,1440,1760,3600,0.9,120,3.0,120,0.18,0.22,0.45,133.3333,10.8,13.2,27.0,10.2,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,62019.142,1435.6083,61424.8805,63433.3052,63656.4635,3167.7301,5.0,16404.3333,137.3333
SCN-0217,Baja demanda / Rapido proveedor / Ajustada,12000,4200,1200,5400,1.8,120,1.0,120,0.35,0.1,0.45,66.6667,63.0,18.0,81.0,17.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,62859.5753,6171.3265,61616.686,68763.6467,69557.7535,3418.1246,1.3333,7804.3333,66.3333
SCN-0059,Baja demanda / Lento proveedor / Conservadora,8000,1440,1760,3600,1.8,120,3.0,120,0.18,0.22,0.45,66.6667,21.6,26.4,54.0,23.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,62920.041,3106.2983,63188.04,65614.0953,65883.657,3328.8912,3.0,8168.3333,67.0
SCN-0023,Alta demanda / Lento proveedor / Ajustada,8000,1440,800,3600,0.9,220,3.0,120,0.18,0.1,0.45,244.4444,5.8909,3.2727,14.7273,0.2727,Medio,3,94.39,2.7117,92.75,92.765,97.058,94.1295,8.0,11,1822.0,100.0,63366.4323,10281.1322,69110.378,69453.9008,69492.07,2025.3944,8.3333,28432.3333,138.0
SCN-0076,Baja demanda / Lento proveedor / Ajustada,8000,2800,800,1760,1.8,120,3.0,240,0.35,0.1,0.22,66.6667,42.0,12.0,26.4,9.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,63412.8245,2953.7092,62408.7365,66304.7838,66737.678,1539.2451,8.0,15285.6667,127.6667
SCN-0151,Alta demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,0.9,220,3.0,120,0.18,0.1,0.45,244.4444,8.8364,4.9091,22.0909,1.9091,Bajo,3,99.7667,0.4041,99.3,99.37,100.0,99.6647,0.3333,1,104.3333,33.3333,63521.407,1892.229,64469.518,64723.8886,64752.152,3158.5226,5.6667,28579.0,130.6667
SCN-0012,Baja demanda / Lento proveedor / Ajustada,8000,1440,800,1760,1.8,120,3.0,240,0.18,0.1,0.22,66.6667,21.6,12.0,26.4,9.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,63690.4717,1264.7846,64411.4625,64428.0468,64429.8895,1500.6613,9.6667,16755.3333,138.6667
SCN-0123,Baja demanda / Lento proveedor / Conservadora,8000,2800,1760,3600,1.8,120,3.0,120,0.35,0.22,0.45,66.6667,42.0,26.4,54.0,23.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,63729.71,1887.7785,63470.843,65507.291,65733.563,3429.4283,2.0,7450.3333,62.0
SCN-0113,Media demanda / Rapido proveedor / Conservadora,8000,2800,1760,3600,0.9,120,1.0,120,0.35,0.22,0.45,133.3333,21.0,13.2,27.0,12.2,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,63831.8307,2427.0037,64924.3325,65460.9454,65520.569,3286.9535,4.6667,15939.0,133.0
SCN-0155,Baja demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,1.8,120,3.0,120,0.18,0.1,0.45,66.6667,32.4,18.0,81.0,15.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,64188.7165,1829.0138,64445.171,65732.8887,65875.9685,3454.9287,2.0,7686.0,64.6667
SCN-0219,Baja demanda / Lento proveedor / Ajustada,12000,4200,1200,5400,1.8,120,3.0,120,0.35,0.1,0.45,66.6667,63.0,18.0,81.0,15.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,64242.3957,4915.3317,63241.8695,68947.1009,69581.0155,3476.4294,1.6667,7899.3333,66.0
SCN-0125,Media demanda / Rapido proveedor / Conservadora,8000,2800,1760,3600,1.8,220,1.0,120,0.35,0.22,0.45,122.2222,22.9091,14.4,29.4545,13.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,64731.6925,1386.8974,65528.41,65535.6186,65536.4195,3373.9829,4.0,14712.6667,66.0
SCN-0121,Baja demanda / Rapido proveedor / Conservadora,8000,2800,1760,3600,1.8,120,1.0,120,0.35,0.22,0.45,66.6667,42.0,26.4,54.0,25.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,64767.2977,3317.9196,64218.192,67914.7827,68325.515,3450.0351,2.6667,8647.0,71.3333
SCN-0223,Media demanda / Lento proveedor / Ajustada,12000,4200,1200,5400,1.8,220,3.0,120,0.35,0.1,0.45,122.2222,34.3636,9.8182,44.1818,6.8182,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,64811.599,4540.6092,63602.1255,69211.2459,69834.4815,3433.9777,3.0,15882.0,71.6667
SCN-0061,Media demanda / Rapido proveedor / Conservadora,8000,1440,1760,3600,1.8,220,1.0,120,0.18,0.22,0.45,122.2222,11.7818,14.4,29.4545,13.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,65095.4703,1258.3304,65697.874,65915.2087,65939.357,3375.6743,4.3333,13809.6667,64.0
SCN-0071,Alta demanda / Lento proveedor / Ajustada,8000,2800,800,1760,0.9,220,3.0,120,0.35,0.1,0.22,244.4444,11.4545,3.2727,7.2,0.2727,Medio,3,89.0433,1.8632,87.12,87.325,90.673,88.8375,14.0,17,3097.3333,100.0,65369.1262,3726.9229,64403.5875,68975.7819,69483.8035,1143.9144,13.0,24698.3333,127.6667
SCN-0211,Media demanda / Lento proveedor / Ajustada,12000,4200,1200,5400,0.9,120,3.0,120,0.35,0.1,0.45,133.3333,31.5,9.0,40.5,6.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,65506.8473,1293.9558,65446.773,66691.4919,66829.794,3454.0841,3.3333,17207.6667,143.0
SCN-0147,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,0.9,120,3.0,120,0.18,0.1,0.45,133.3333,16.2,9.0,40.5,6.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,65671.5758,1699.6682,66376.566,66852.4329,66905.307,3463.2357,3.3333,16662.0,136.6667
SCN-0057,Baja demanda / Rapido proveedor / Conservadora,8000,1440,1760,3600,1.8,120,1.0,120,0.18,0.22,0.45,66.6667,21.6,26.4,54.0,25.4,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,65765.972,1919.9073,66115.9365,67349.7352,67486.824,3486.9984,3.0,8274.3333,69.3333
SCN-0117,Alta demanda / Rapido proveedor / Conservadora,8000,2800,1760,3600,0.9,220,1.0,120,0.35,0.22,0.45,244.4444,11.4545,7.2,14.7273,6.2,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,65923.237,1818.6711,66090.4565,67496.3168,67652.5235,3217.9576,8.0,28101.0,127.0
SCN-0159,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,1.8,220,3.0,120,0.18,0.1,0.45,122.2222,17.6727,9.8182,44.1818,6.8182,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,66024.503,834.4775,65861.0565,66821.8556,66928.611,3501.3613,3.0,14257.0,64.6667
SCN-0007,Alta demanda / Lento proveedor / Ajustada,8000,1440,800,1760,0.9,220,3.0,120,0.18,0.1,0.22,244.4444,5.8909,3.2727,7.2,0.2727,Medio,3,90.12,7.2045,84.46,84.781,97.174,89.9686,14.3333,23,3179.3333,100.0,66787.0158,26383.2069,76275.142,86030.0746,87113.956,1065.8712,15.0,26151.3333,135.6667
SCN-0049,Media demanda / Rapido proveedor / Conservadora,8000,1440,1760,3600,0.9,120,1.0,120,0.18,0.22,0.45,133.3333,10.8,13.2,27.0,12.2,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,66818.5535,2027.5904,67858.433,68089.5544,68115.2345,3434.3641,5.0,16602.6667,137.3333
SCN-0010,Baja demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,1.8,120,1.0,240,0.18,0.1,0.22,66.6667,21.6,12.0,26.4,11.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,66852.165,1193.0494,66579.172,68000.1635,68158.0515,1607.0046,9.0,15454.3333,128.3333
SCN-0053,Alta demanda / Rapido proveedor / Conservadora,8000,1440,1760,3600,0.9,220,1.0,120,0.18,0.22,0.45,244.4444,5.8909,7.2,14.7273,6.2,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,66967.4355,2488.6139,67545.7885,68958.9325,69115.9485,3220.4131,9.0,30548.6667,138.6667
SCN-0175,Media demanda / Lento proveedor / Ajustada,12000,2160,2640,2640,1.8,220,3.0,120,0.18,0.22,0.22,122.2222,17.6727,21.6,21.6,18.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,68353.1833,673.354,68355.06,68958.5433,69025.597,3445.5472,6.3333,15493.0,70.3333
SCN-0080,Media demanda / Lento proveedor / Ajustada,8000,2800,800,1760,1.8,220,3.0,240,0.35,0.1,0.22,122.2222,22.9091,6.5455,14.4,3.5455,Bajo,3,98.9167,0.9835,98.08,98.139,99.867,98.8334,1.6667,3,392.3333,66.6667,68411.9468,2151.8058,68664.7295,70250.0498,70426.1965,1308.517,17.3333,31875.6667,147.0
SCN-0087,Alta demanda / Lento proveedor / Ajustada,8000,2800,800,3600,0.9,220,3.0,120,0.35,0.1,0.45,244.4444,11.4545,3.2727,14.7273,0.2727,Medio,3,91.6933,1.0187,90.98,91.006,92.698,91.3694,10.6667,12,2457.0,100.0,68535.9082,5222.4148,70119.9045,72516.6374,72782.941,2011.8468,7.3333,26037.6667,128.3333
SCN-0004,Media demanda / Lento proveedor / Ajustada,8000,1440,800,1760,0.9,120,3.0,240,0.18,0.1,0.22,133.3333,10.8,6.0,13.2,3.0,Bajo,3,98.6567,1.7186,96.72,96.973,99.925,98.6496,3.6667,9,439.3333,66.6667,68536.0802,6617.1621,66424.0645,74998.7038,75951.4415,1264.4837,17.6667,31071.6667,264.6667
SCN-0074,Baja demanda / Rapido proveedor / Ajustada,8000,2800,800,1760,1.8,120,1.0,240,0.35,0.1,0.22,66.6667,42.0,12.0,26.4,11.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,68659.7955,1579.508,67872.913,70217.6515,70478.178,1657.2165,9.0,16523.6667,135.3333
SCN-0149,Alta demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,0.9,220,1.0,120,0.18,0.1,0.45,244.4444,8.8364,4.9091,22.0909,3.9091,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,69111.2427,3417.9209,70887.3375,71236.6446,71275.4565,3524.6987,5.6667,29597.6667,134.0
SCN-0068,Media demanda / Lento proveedor / Ajustada,8000,2800,800,1760,0.9,120,3.0,240,0.35,0.1,0.22,133.3333,21.0,6.0,13.2,3.0,Bajo,3,99.24,1.3164,97.72,97.948,100.0,99.1927,2.0,6,257.0,33.3333,69306.8672,4278.2928,67188.903,73526.7984,74231.009,1349.5611,17.6667,31997.6667,269.6667
SCN-0163,Media demanda / Lento proveedor / Ajustada,12000,2160,2640,2640,0.9,120,3.0,120,0.18,0.22,0.22,133.3333,16.2,19.8,19.8,16.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,69403.7473,1728.2914,70188.503,70559.2364,70600.429,3448.3563,7.3333,16628.0,138.0
SCN-0231,Alta demanda / Lento proveedor / Ajustada,12000,4200,2640,2640,0.9,220,3.0,120,0.35,0.22,0.22,244.4444,17.1818,10.8,10.8,7.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,69737.1262,755.5076,69337.0505,70481.3915,70608.5405,3281.6922,10.6667,29025.6667,128.3333
SCN-0209,Media demanda / Rapido proveedor / Ajustada,12000,4200,1200,5400,0.9,120,1.0,120,0.35,0.1,0.45,133.3333,31.5,9.0,40.5,8.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,69934.977,2994.2162,71503.4985,71787.5169,71819.0745,3718.6098,3.0,15398.3333,131.6667
SCN-0235,Baja demanda / Lento proveedor / Ajustada,12000,4200,2640,2640,1.8,120,3.0,120,0.35,0.22,0.22,66.6667,63.0,39.6,39.6,36.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,70026.2513,744.9354,70262.7015,70588.1082,70624.2645,3705.1621,3.3333,8228.6667,68.6667
SCN-0171,Baja demanda / Lento proveedor / Ajustada,12000,2160,2640,2640,1.8,120,3.0,120,0.18,0.22,0.22,66.6667,32.4,39.6,39.6,36.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,70121.766,790.191,69764.832,70901.1918,71027.454,3728.987,3.0,6595.6667,54.6667
SCN-0153,Baja demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,1.8,120,1.0,120,0.18,0.1,0.45,66.6667,32.4,18.0,81.0,17.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,70260.3995,9121.5468,72462.389,77517.6854,78079.385,3792.2444,2.0,7328.3333,61.3333
SCN-0221,Media demanda / Rapido proveedor / Ajustada,12000,4200,1200,5400,1.8,220,1.0,120,0.35,0.1,0.45,122.2222,34.3636,9.8182,44.1818,8.8182,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,70493.691,4308.6068,68089.0695,74730.0435,75467.9295,3749.6495,3.0,15583.6667,71.6667
SCN-0167,Alta demanda / Lento proveedor / Ajustada,12000,2160,2640,2640,0.9,220,3.0,120,0.18,0.22,0.22,244.4444,8.8364,10.8,10.8,7.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,70656.6885,524.018,70905.799,70999.2937,71009.682,3314.2605,11.0,27544.6667,126.0
SCN-0227,Media demanda / Lento proveedor / Ajustada,12000,4200,2640,2640,0.9,120,3.0,120,0.35,0.22,0.22,133.3333,31.5,19.8,19.8,16.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,71137.3225,1078.7978,70741.416,72196.4662,72358.1385,3618.7401,6.0,15268.6667,127.6667
SCN-0239,Media demanda / Lento proveedor / Ajustada,12000,4200,2640,2640,1.8,220,3.0,120,0.35,0.22,0.22,122.2222,34.3636,21.6,21.6,18.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,71290.0318,1330.767,72035.538,72076.3993,72080.9395,3608.7055,6.3333,16655.6667,75.0
SCN-0014,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,1.8,220,1.0,240,0.18,0.1,0.22,122.2222,11.7818,6.5455,14.4,5.5455,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,71560.4388,1419.1554,71792.3445,72743.6571,72849.3585,1561.864,15.3333,26404.6667,121.3333
SCN-0233,Baja demanda / Rapido proveedor / Ajustada,12000,4200,2640,2640,1.8,120,1.0,120,0.35,0.22,0.22,66.6667,63.0,39.6,39.6,38.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,72349.7447,1219.6904,72798.072,73233.4483,73281.8235,3871.2821,2.6667,7738.6667,64.6667
SCN-0016,Media demanda / Lento proveedor / Ajustada,8000,1440,800,1760,1.8,220,3.0,240,0.18,0.1,0.22,122.2222,11.7818,6.5455,14.4,3.5455,Bajo,3,97.0733,0.5991,96.58,96.612,97.656,96.7066,4.0,5,979.6667,100.0,72605.4727,1614.1123,72075.0475,74183.752,74418.0525,1289.8557,16.3333,28722.6667,136.0
SCN-0173,Media demanda / Rapido proveedor / Ajustada,12000,2160,2640,2640,1.8,220,1.0,120,0.18,0.22,0.22,122.2222,17.6727,21.6,21.6,20.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,73082.4347,1635.0171,72922.87,74604.5326,74791.384,3689.7649,6.6667,15749.0,70.6667
SCN-0066,Media demanda / Rapido proveedor / Ajustada,8000,2800,800,1760,0.9,120,1.0,240,0.35,0.1,0.22,133.3333,21.0,6.0,13.2,5.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,73115.699,1375.9456,73390.265,74239.3205,74333.66,1558.7694,17.0,30491.0,255.6667
SCN-0225,Media demanda / Rapido proveedor / Ajustada,12000,4200,2640,2640,0.9,120,1.0,120,0.35,0.22,0.22,133.3333,31.5,19.8,19.8,18.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,73260.1077,920.1628,73375.5255,74042.9574,74117.1165,3755.1911,5.6667,15513.6667,132.0
SCN-0078,Media demanda / Rapido proveedor / Ajustada,8000,2800,800,1760,1.8,220,1.0,240,0.35,0.1,0.22,122.2222,22.9091,6.5455,14.4,5.5455,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,73296.751,1720.82,72846.773,74962.7468,75197.855,1619.3542,15.0,27628.6667,127.0
SCN-0145,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,0.9,120,1.0,120,0.18,0.1,0.45,133.3333,16.2,9.0,40.5,8.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,73708.518,3185.7556,72628.533,76827.3435,77293.878,3928.251,3.0,15206.0,128.0
SCN-0002,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,0.9,120,1.0,240,0.18,0.1,0.22,133.3333,10.8,6.0,13.2,5.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,73907.7358,391.4939,73864.4075,74273.6231,74319.0915,1571.5112,17.3333,29835.3333,246.3333
SCN-0161,Media demanda / Rapido proveedor / Ajustada,12000,2160,2640,2640,0.9,120,1.0,120,0.18,0.22,0.22,133.3333,16.2,19.8,19.8,18.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,73991.9838,1369.8743,74568.434,74938.3295,74979.429,3758.8139,6.3333,15296.0,129.6667
SCN-0169,Baja demanda / Rapido proveedor / Ajustada,12000,2160,2640,2640,1.8,120,1.0,120,0.18,0.22,0.22,66.6667,32.4,39.6,39.6,38.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,74831.986,1867.1805,74614.8385,76579.9052,76798.246,3935.1103,4.0,9084.6667,76.0
SCN-0157,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,1.8,220,1.0,120,0.18,0.1,0.45,122.2222,17.6727,9.8182,44.1818,8.8182,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,74834.964,2276.0551,74683.4915,76933.0239,77182.972,3990.8314,3.0,14348.6667,66.0
SCN-0213,Alta demanda / Rapido proveedor / Ajustada,12000,4200,1200,5400,0.9,220,1.0,120,0.35,0.1,0.45,244.4444,17.1818,4.9091,22.0909,3.9091,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,74994.7052,2872.1754,75171.41,77514.1447,77774.4485,3851.5577,5.6667,31892.0,145.6667
SCN-0237,Media demanda / Rapido proveedor / Ajustada,12000,4200,2640,2640,1.8,220,1.0,120,0.35,0.22,0.22,122.2222,34.3636,21.6,21.6,20.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,76062.7042,2270.7911,77080.7975,77589.7398,77646.289,3910.891,5.6667,15026.6667,69.6667
SCN-0165,Alta demanda / Rapido proveedor / Ajustada,12000,2160,2640,2640,0.9,220,1.0,120,0.18,0.22,0.22,244.4444,8.8364,10.8,10.8,9.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,77444.5042,1655.1074,77498.682,78914.5399,79071.8575,3654.3243,11.6667,28491.0,131.3333
SCN-0229,Alta demanda / Rapido proveedor / Ajustada,12000,4200,2640,2640,0.9,220,1.0,120,0.35,0.22,0.22,244.4444,17.1818,10.8,10.8,9.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,77789.9728,921.9983,78222.8805,78396.5544,78415.8515,3692.0355,11.3333,31009.0,141.0
SCN-0247,Alta demanda / Lento proveedor / Conservadora,12000,4200,2640,5400,0.9,220,3.0,120,0.35,0.22,0.45,244.4444,17.1818,10.8,22.0909,7.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,85502.3628,243.6734,85590.38,85679.8567,85689.7985,4453.835,5.3333,28224.6667,128.3333
SCN-0032,Media demanda / Lento proveedor / Ajustada,8000,1440,800,3600,1.8,220,3.0,240,0.18,0.1,0.45,122.2222,11.7818,6.5455,29.4545,3.5455,Bajo,3,99.4767,0.4554,99.17,99.179,99.926,99.4839,0.6667,1,146.3333,66.6667,86394.0873,1442.5482,86332.7465,87712.9694,87866.3275,2126.5765,8.3333,27964.6667,127.3333
SCN-0183,Alta demanda / Lento proveedor / Conservadora,12000,2160,2640,5400,0.9,220,3.0,120,0.18,0.22,0.45,244.4444,8.8364,10.8,22.0909,7.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,86650.7965,1336.3113,86270.895,87949.4215,88135.9245,4480.5998,6.0,30282.6667,138.6667
SCN-0020,Media demanda / Lento proveedor / Ajustada,8000,1440,800,3600,0.9,120,3.0,240,0.18,0.1,0.45,133.3333,10.8,6.0,27.0,3.0,Bajo,3,99.6033,0.4162,99.17,99.217,99.964,99.6058,1.0,2,118.0,66.6667,87693.4392,1183.3021,87713.367,88751.3231,88866.6515,2155.077,8.6667,30957.6667,260.6667
SCN-0006,Alta demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,0.9,220,1.0,240,0.18,0.1,0.22,244.4444,5.8909,3.2727,7.2,2.2727,Bajo,3,99.49,0.5794,98.86,98.935,99.961,99.5006,1.3333,3,283.0,66.6667,87713.0933,2711.6811,86678.6835,90378.6289,90789.734,1447.66,32.6667,57390.3333,266.0
SCN-0132,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,0.9,120,3.0,240,0.18,0.1,0.22,133.3333,16.2,9.0,19.8,6.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,88675.067,1694.5063,88905.7965,90108.7271,90242.386,2129.863,12.0,30659.3333,257.0
SCN-0096,Media demanda / Lento proveedor / Ajustada,8000,2800,800,3600,1.8,220,3.0,240,0.35,0.1,0.45,122.2222,22.9091,6.5455,29.4545,3.5455,Bajo,3,98.9767,0.8924,98.36,98.381,99.857,98.9631,1.3333,2,291.3333,66.6667,89620.248,2957.4499,88122.8675,92536.5202,93026.926,2193.2291,7.6667,28106.3333,130.0
SCN-0196,Media demanda / Lento proveedor / Ajustada,12000,4200,1200,2640,0.9,120,3.0,240,0.35,0.1,0.22,133.3333,31.5,9.0,19.8,6.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,89927.1778,368.3312,90123.302,90152.6834,90155.948,2183.1623,11.3333,31567.0,263.0
SCN-0251,Baja demanda / Lento proveedor / Conservadora,12000,4200,2640,5400,1.8,120,3.0,120,0.35,0.22,0.45,66.6667,63.0,39.6,81.0,36.6,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,90187.8317,8916.4349,86477.471,98972.0414,100360.327,4917.8425,1.6667,6589.0,56.6667
SCN-0243,Media demanda / Lento proveedor / Conservadora,12000,4200,2640,5400,0.9,120,3.0,120,0.35,0.22,0.45,133.3333,31.5,19.8,40.5,16.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,90527.7905,2535.5271,91247.901,92487.6249,92625.372,4862.655,3.0,14308.0,118.6667
SCN-0140,Baja demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,1.8,120,3.0,240,0.18,0.1,0.22,66.6667,32.4,18.0,39.6,15.0,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,90734.2845,1950.0127,90499.921,92561.7908,92790.8875,2325.9524,7.0,17443.6667,145.6667
SCN-0179,Media demanda / Lento proveedor / Conservadora,12000,2160,2640,5400,0.9,120,3.0,120,0.18,0.22,0.45,133.3333,16.2,19.8,40.5,16.8,Bajo,3,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0,0.0,0.0,90773.0558,2590.0199,89659.821,93326.1978,93733.573,4857.7624,3.3333,15584.0,129.6667
