Run_ID,Scenario_ID,Replica,Semilla,Escenario,CAPACIDAD_BODEGA,STOCK_INICIAL,PUNTO_REORDEN,CANTIDAD_REABASTECIMIENTO,TIEMPO_ENTRE_LLEGADAS,TAMANO_PEDIDO,LEAD_TIME_PROVEEDOR,TIEMPO_SIMULACION,STOCK_INICIAL_RATIO,PUNTO_REORDEN_RATIO,CANTIDAD_REABASTECIMIENTO_RATIO,Demanda_Diaria_Esperada,Cobertura_Inicial_Dias,Cobertura_ROP_Dias,Cobertura_Q_Dias,Brecha_LeadTime_Dias,Categoria_Riesgo,Inventario_Final,Total_Solicitudes,Pedidos_Surtidos,Ventas_Perdidas,Nivel_Servicio,Unidades_Vendidas,Unidades_Perdidas,Fill_Rate_Unidades,Ordenes_Proveedor,Inventario_Promedio,Costo_Ordenes,Costo_Escasez,Costo_Inventario,Costo_Total
SCN-0129-R02,SCN-0129,2,21550517,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,0.9,120,1.0,120,0.18,0.1,0.22,133.3333,16.2,9.0,19.8,8.0,Bajo,2477.0,131,131,0,100.0,15523.0,0.0,100.0,6,2527.5897,6000.0,0.0,45496.6155,51496.6155
SCN-0129-R03,SCN-0129,3,21550518,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,0.9,120,1.0,120,0.18,0.1,0.22,133.3333,16.2,9.0,19.8,8.0,Bajo,2277.0,135,135,0,100.0,15723.0,0.0,100.0,6,2438.1092,6000.0,0.0,43885.965,49885.965
SCN-0130-R01,SCN-0130,1,21560516,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,0.9,120,1.0,240,0.18,0.1,0.22,133.3333,16.2,9.0,19.8,8.0,Bajo,3802.0,230,230,0,100.0,27398.0,0.0,100.0,11,2383.8889,11000.0,0.0,85820.001,96820.001
SCN-0130-R02,SCN-0130,2,21560517,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,0.9,120,1.0,240,0.18,0.1,0.22,133.3333,16.2,9.0,19.8,8.0,Bajo,3227.0,309,309,0,100.0,35893.0,0.0,100.0,14,2340.1075,14000.0,0.0,84243.8715,98243.8715
SCN-0130-R03,SCN-0130,3,21560518,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,0.9,120,1.0,240,0.18,0.1,0.22,133.3333,16.2,9.0,19.8,8.0,Bajo,2255.0,259,259,0,100.0,31585.0,0.0,100.0,12,2301.264,12000.0,0.0,82845.5025,94845.5025
SCN-0131-R01,SCN-0131,1,21570516,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,0.9,120,3.0,120,0.18,0.1,0.22,133.3333,16.2,9.0,19.8,6.0,Bajo,1855.0,157,157,0,100.0,18785.0,0.0,100.0,7,2090.0925,7000.0,0.0,37621.665,44621.665
SCN-0131-R02,SCN-0131,2,21570517,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,0.9,120,3.0,120,0.18,0.1,0.22,133.3333,16.2,9.0,19.8,6.0,Bajo,1285.0,142,142,0,100.0,16715.0,0.0,100.0,6,2081.4723,6000.0,0.0,37466.502,43466.502
SCN-0131-R03,SCN-0131,3,21570518,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,0.9,120,3.0,120,0.18,0.1,0.22,133.3333,16.2,9.0,19.8,6.0,Bajo,3120.0,128,128,0,100.0,14880.0,0.0,100.0,6,2125.3714,6000.0,0.0,38256.6855,44256.6855
SCN-0132-R01,SCN-0132,1,21580516,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,0.9,120,3.0,240,0.18,0.1,0.22,133.3333,16.2,9.0,19.8,6.0,Bajo,3271.0,255,255,0,100.0,30569.0,0.0,100.0,12,2136.2721,12000.0,0.0,76905.7965,88905.7965
SCN-0132-R02,SCN-0132,2,21580517,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,0.9,120,3.0,240,0.18,0.1,0.22,133.3333,16.2,9.0,19.8,6.0,Bajo,3107.0,237,237,0,100.0,28093.0,0.0,100.0,11,2107.695,11000.0,0.0,75877.0185,86877.0185
SCN-0132-R03,SCN-0132,3,21580518,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,0.9,120,3.0,240,0.18,0.1,0.22,133.3333,16.2,9.0,19.8,6.0,Bajo,3164.0,279,279,0,100.0,33316.0,0.0,100.0,13,2145.6218,13000.0,0.0,77242.386,90242.386
SCN-0133-R01,SCN-0133,1,21590516,Alta demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,0.9,220,1.0,120,0.18,0.1,0.22,244.4444,8.8364,4.9091,10.8,3.9091,Bajo,2619.0,131,131,0,100.0,28581.0,0.0,100.0,11,2383.5829,11000.0,0.0,42904.4925,53904.4925
SCN-0133-R02,SCN-0133,2,21590517,Alta demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,0.9,220,1.0,120,0.18,0.1,0.22,244.4444,8.8364,4.9091,10.8,3.9091,Bajo,2241.0,121,121,0,100.0,26319.0,0.0,100.0,10,2222.0731,10000.0,0.0,39997.3155,49997.3155
SCN-0133-R03,SCN-0133,3,21590518,Alta demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,0.9,220,1.0,120,0.18,0.1,0.22,244.4444,8.8364,4.9091,10.8,3.9091,Bajo,1561.0,134,134,0,100.0,29639.0,0.0,100.0,11,2333.5777,11000.0,0.0,42004.3995,53004.3995
SCN-0134-R01,SCN-0134,1,21600516,Alta demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,0.9,220,1.0,240,0.18,0.1,0.22,244.4444,8.8364,4.9091,10.8,3.9091,Bajo,3269.0,267,267,0,100.0,59611.0,0.0,100.0,23,2212.1075,23000.0,0.0,79635.8715,102635.8715
SCN-0134-R02,SCN-0134,2,21600517,Alta demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,0.9,220,1.0,240,0.18,0.1,0.22,244.4444,8.8364,4.9091,10.8,3.9091,Bajo,1971.0,282,282,0,100.0,60909.0,0.0,100.0,23,2176.043,23000.0,0.0,78337.548,101337.548
SCN-0134-R03,SCN-0134,3,21600518,Alta demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,0.9,220,1.0,240,0.18,0.1,0.22,244.4444,8.8364,4.9091,10.8,3.9091,Bajo,3065.0,262,262,0,100.0,57175.0,0.0,100.0,22,2302.6475,22000.0,0.0,82895.31,104895.31
SCN-0135-R01,SCN-0135,1,21610516,Alta demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,0.9,220,3.0,120,0.18,0.1,0.22,244.4444,8.8364,4.9091,10.8,1.9091,Bajo,1280.0,128,125,3,97.66,27280.0,776.0,97.2341,10,1867.2318,10000.0,7708.0,33610.1715,51318.1715
SCN-0135-R02,SCN-0135,2,21610517,Alta demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,0.9,220,3.0,120,0.18,0.1,0.22,244.4444,8.8364,4.9091,10.8,1.9091,Bajo,339.0,118,118,0,100.0,25581.0,0.0,100.0,10,1894.3512,10000.0,0.0,34098.3225,44098.3225
SCN-0135-R03,SCN-0135,3,21610518,Alta demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,0.9,220,3.0,120,0.18,0.1,0.22,244.4444,8.8364,4.9091,10.8,1.9091,Bajo,1650.0,142,135,7,95.07,29550.0,1412.0,95.4396,11,1684.0399,11000.0,14796.0,30312.7185,56108.7185
SCN-0136-R01,SCN-0136,1,21620516,Alta demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,0.9,220,3.0,240,0.18,0.1,0.22,244.4444,8.8364,4.9091,10.8,1.9091,Bajo,1027.0,279,269,10,96.42,59213.0,2441.0,96.0408,23,1884.4187,23000.0,24528.0,67839.0735,115367.0735
SCN-0136-R02,SCN-0136,2,21620517,Alta demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,0.9,220,3.0,240,0.18,0.1,0.22,244.4444,8.8364,4.9091,10.8,1.9091,Bajo,537.0,297,293,4,98.65,64983.0,722.0,98.9011,25,1712.4689,25000.0,7776.0,61648.881,94424.881
SCN-0136-R03,SCN-0136,3,21620518,Alta demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,0.9,220,3.0,240,0.18,0.1,0.22,244.4444,8.8364,4.9091,10.8,1.9091,Bajo,1744.0,254,248,6,97.64,53216.0,1185.0,97.8217,20,1863.3455,20000.0,12480.0,67080.4365,99560.4365
SCN-0137-R01,SCN-0137,1,21630516,Baja demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,1.8,120,1.0,120,0.18,0.1,0.22,66.6667,32.4,18.0,39.6,17.0,Bajo,2491.0,42,42,0,100.0,4949.0,0.0,100.0,2,2409.8463,2000.0,0.0,43377.2325,45377.2325
SCN-0137-R02,SCN-0137,2,21630517,Baja demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,1.8,120,1.0,120,0.18,0.1,0.22,66.6667,32.4,18.0,39.6,17.0,Bajo,1099.0,52,52,0,100.0,6341.0,0.0,100.0,3,2170.9248,3000.0,0.0,39076.647,42076.647
SCN-0137-R03,SCN-0137,3,21630518,Baja demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,1.8,120,1.0,120,0.18,0.1,0.22,66.6667,32.4,18.0,39.6,17.0,Bajo,1741.0,70,70,0,100.0,8339.0,0.0,100.0,3,2404.4845,3000.0,0.0,43280.721,46280.721
SCN-0138-R01,SCN-0138,1,21640516,Baja demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,1.8,120,1.0,240,0.18,0.1,0.22,66.6667,32.4,18.0,39.6,17.0,Bajo,2857.0,131,131,0,100.0,15143.0,0.0,100.0,6,2432.6572,6000.0,0.0,87575.658,93575.658
SCN-0138-R02,SCN-0138,2,21640517,Baja demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,1.8,120,1.0,240,0.18,0.1,0.22,66.6667,32.4,18.0,39.6,17.0,Bajo,3149.0,165,165,0,100.0,20131.0,0.0,100.0,8,2498.2342,8000.0,0.0,89936.43,97936.43
SCN-0138-R03,SCN-0138,3,21640518,Baja demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,1.8,120,1.0,240,0.18,0.1,0.22,66.6667,32.4,18.0,39.6,17.0,Bajo,2194.0,132,132,0,100.0,15806.0,0.0,100.0,6,2313.3881,6000.0,0.0,83281.971,89281.971
SCN-0139-R01,SCN-0139,1,21650516,Baja demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,1.8,120,3.0,120,0.18,0.1,0.22,66.6667,32.4,18.0,39.6,15.0,Bajo,2651.0,60,60,0,100.0,7429.0,0.0,100.0,3,2404.3287,3000.0,0.0,43277.9175,46277.9175
SCN-0139-R02,SCN-0139,2,21650517,Baja demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,1.8,120,3.0,120,0.18,0.1,0.22,66.6667,32.4,18.0,39.6,15.0,Bajo,1604.0,69,69,0,100.0,8476.0,0.0,100.0,3,2275.0469,3000.0,0.0,40950.8445,43950.8445
SCN-0139-R03,SCN-0139,3,21650518,Baja demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,1.8,120,3.0,120,0.18,0.1,0.22,66.6667,32.4,18.0,39.6,15.0,Bajo,2080.0,69,69,0,100.0,8000.0,0.0,100.0,3,2185.3377,3000.0,0.0,39336.078,42336.078
SCN-0140-R01,SCN-0140,1,21660516,Baja demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,1.8,120,3.0,240,0.18,0.1,0.22,66.6667,32.4,18.0,39.6,15.0,Bajo,3667.0,142,142,0,100.0,16973.0,0.0,100.0,7,2383.0802,7000.0,0.0,85790.8875,92790.8875
SCN-0140-R02,SCN-0140,2,21660517,Baja demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,1.8,120,3.0,240,0.18,0.1,0.22,66.6667,32.4,18.0,39.6,15.0,Bajo,3255.0,144,144,0,100.0,17385.0,0.0,100.0,7,2275.3346,7000.0,0.0,81912.045,88912.045
SCN-0140-R03,SCN-0140,3,21660518,Baja demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,1.8,120,3.0,240,0.18,0.1,0.22,66.6667,32.4,18.0,39.6,15.0,Bajo,2667.0,151,151,0,100.0,17973.0,0.0,100.0,7,2319.4423,7000.0,0.0,83499.921,90499.921
SCN-0141-R01,SCN-0141,1,21670516,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,1.8,220,1.0,120,0.18,0.1,0.22,122.2222,17.6727,9.8182,21.6,8.8182,Bajo,2158.0,72,72,0,100.0,15842.0,0.0,100.0,6,2314.291,6000.0,0.0,41657.238,47657.238
SCN-0141-R02,SCN-0141,2,21670517,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,1.8,220,1.0,120,0.18,0.1,0.22,122.2222,17.6727,9.8182,21.6,8.8182,Bajo,1043.0,65,65,0,100.0,14317.0,0.0,100.0,6,2467.6428,6000.0,0.0,44417.571,50417.571
SCN-0141-R03,SCN-0141,3,21670518,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,1.8,220,1.0,120,0.18,0.1,0.22,122.2222,17.6727,9.8182,21.6,8.8182,Bajo,2197.0,60,60,0,100.0,13163.0,0.0,100.0,5,2575.6288,5000.0,0.0,46361.3175,51361.3175
SCN-0142-R01,SCN-0142,1,21680516,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,1.8,220,1.0,240,0.18,0.1,0.22,122.2222,17.6727,9.8182,21.6,8.8182,Bajo,1819.0,124,124,0,100.0,26741.0,0.0,100.0,10,2370.4236,10000.0,0.0,85335.249,95335.249
SCN-0142-R02,SCN-0142,2,21680517,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,1.8,220,1.0,240,0.18,0.1,0.22,122.2222,17.6727,9.8182,21.6,8.8182,Bajo,1246.0,114,114,0,100.0,24674.0,0.0,100.0,9,2516.519,9000.0,0.0,90594.684,99594.684
SCN-0142-R03,SCN-0142,3,21680518,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,2640,1.8,220,1.0,240,0.18,0.1,0.22,122.2222,17.6727,9.8182,21.6,8.8182,Bajo,2604.0,116,116,0,100.0,25956.0,0.0,100.0,10,2479.768,10000.0,0.0,89271.6495,99271.6495
SCN-0143-R01,SCN-0143,1,21690516,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,1.8,220,3.0,120,0.18,0.1,0.22,122.2222,17.6727,9.8182,21.6,6.8182,Bajo,1701.0,73,73,0,100.0,16299.0,0.0,100.0,6,2112.4602,6000.0,0.0,38024.283,44024.283
SCN-0143-R02,SCN-0143,2,21690517,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,1.8,220,3.0,120,0.18,0.1,0.22,122.2222,17.6727,9.8182,21.6,6.8182,Bajo,2467.0,70,70,0,100.0,15533.0,0.0,100.0,6,1988.4469,6000.0,0.0,35792.0445,41792.0445
SCN-0143-R03,SCN-0143,3,21690518,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,1.8,220,3.0,120,0.18,0.1,0.22,122.2222,17.6727,9.8182,21.6,6.8182,Bajo,3835.0,69,67,2,97.1,14165.0,513.0,96.505,6,2128.9114,6000.0,5104.0,38320.4055,49424.4055
SCN-0144-R01,SCN-0144,1,21700516,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,1.8,220,3.0,240,0.18,0.1,0.22,122.2222,17.6727,9.8182,21.6,6.8182,Bajo,1527.0,127,127,0,100.0,27033.0,0.0,100.0,10,2298.3241,10000.0,0.0,82739.667,92739.667
SCN-0144-R02,SCN-0144,2,21700517,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,1.8,220,3.0,240,0.18,0.1,0.22,122.2222,17.6727,9.8182,21.6,6.8182,Bajo,2634.0,109,109,0,100.0,23286.0,0.0,100.0,9,2345.0836,9000.0,0.0,84423.009,93423.009
SCN-0144-R03,SCN-0144,3,21700518,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,2640,1.8,220,3.0,240,0.18,0.1,0.22,122.2222,17.6727,9.8182,21.6,6.8182,Bajo,1930.0,145,144,1,99.31,31910.0,194.0,99.3957,12,2138.6653,12000.0,2052.0,76991.9505,91043.9505
SCN-0145-R01,SCN-0145,1,21710516,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,0.9,120,1.0,120,0.18,0.1,0.45,133.3333,16.2,9.0,40.5,8.0,Bajo,2774.0,130,130,0,100.0,15586.0,0.0,100.0,3,3789.0635,3000.0,0.0,68203.143,71203.143
SCN-0145-R02,SCN-0145,2,21710517,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,0.9,120,1.0,120,0.18,0.1,0.45,133.3333,16.2,9.0,40.5,8.0,Bajo,4228.0,118,118,0,100.0,14132.0,0.0,100.0,3,3868.2518,3000.0,0.0,69628.533,72628.533
SCN-0145-R03,SCN-0145,3,21710518,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,0.9,120,1.0,120,0.18,0.1,0.45,133.3333,16.2,9.0,40.5,8.0,Bajo,2460.0,136,136,0,100.0,15900.0,0.0,100.0,3,4127.4377,3000.0,0.0,74293.878,77293.878
SCN-0146-R01,SCN-0146,1,21720516,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,0.9,120,1.0,240,0.18,0.1,0.45,133.3333,16.2,9.0,40.5,8.0,Bajo,4294.0,254,254,0,100.0,30266.0,0.0,100.0,6,3785.6495,6000.0,0.0,136283.3805,142283.3805
SCN-0146-R02,SCN-0146,2,21720517,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,0.9,120,1.0,240,0.18,0.1,0.45,133.3333,16.2,9.0,40.5,8.0,Bajo,5224.0,247,247,0,100.0,29336.0,0.0,100.0,6,3542.5009,6000.0,0.0,127530.033,133530.033
SCN-0146-R03,SCN-0146,3,21720518,Media demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,0.9,120,1.0,240,0.18,0.1,0.45,133.3333,16.2,9.0,40.5,8.0,Bajo,1682.0,278,278,0,100.0,32878.0,0.0,100.0,6,3601.441,6000.0,0.0,129651.8775,135651.8775
SCN-0147-R01,SCN-0147,1,21730516,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,0.9,120,3.0,120,0.18,0.1,0.45,133.3333,16.2,9.0,40.5,6.0,Bajo,3472.0,122,122,0,100.0,14888.0,0.0,100.0,3,3550.2948,3000.0,0.0,63905.307,66905.307
SCN-0147-R02,SCN-0147,2,21730517,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,0.9,120,3.0,120,0.18,0.1,0.45,133.3333,16.2,9.0,40.5,6.0,Bajo,1313.0,142,142,0,100.0,17047.0,0.0,100.0,3,3520.9203,3000.0,0.0,63376.566,66376.566
SCN-0147-R03,SCN-0147,3,21730518,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,0.9,120,3.0,120,0.18,0.1,0.45,133.3333,16.2,9.0,40.5,6.0,Bajo,5709.0,146,146,0,100.0,18051.0,0.0,100.0,4,3318.4919,4000.0,0.0,59732.8545,63732.8545
SCN-0148-R01,SCN-0148,1,21740516,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,0.9,120,3.0,240,0.18,0.1,0.45,133.3333,16.2,9.0,40.5,6.0,Bajo,4640.0,251,251,0,100.0,29920.0,0.0,100.0,6,3413.1473,6000.0,0.0,122873.3025,128873.3025
SCN-0148-R02,SCN-0148,2,21740517,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,0.9,120,3.0,240,0.18,0.1,0.45,133.3333,16.2,9.0,40.5,6.0,Bajo,4388.0,255,255,0,100.0,30172.0,0.0,100.0,6,3529.571,6000.0,0.0,127064.556,133064.556
SCN-0148-R03,SCN-0148,3,21740518,Media demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,0.9,120,3.0,240,0.18,0.1,0.45,133.3333,16.2,9.0,40.5,6.0,Bajo,1727.0,274,273,1,99.64,32833.0,166.0,99.497,6,3375.9389,6000.0,1828.0,121533.801,129361.801
SCN-0149-R01,SCN-0149,1,21750516,Alta demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,0.9,220,1.0,120,0.18,0.1,0.45,244.4444,8.8364,4.9091,22.0909,3.9091,Bajo,4859.0,132,132,0,100.0,29701.0,0.0,100.0,6,3604.8521,6000.0,0.0,64887.3375,70887.3375
SCN-0149-R02,SCN-0149,2,21750517,Alta demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,0.9,220,1.0,120,0.18,0.1,0.45,244.4444,8.8364,4.9091,22.0909,3.9091,Bajo,1694.0,127,127,0,100.0,27466.0,0.0,100.0,5,3342.8297,5000.0,0.0,60170.934,65170.934
SCN-0149-R03,SCN-0149,3,21750518,Alta demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,0.9,220,1.0,120,0.18,0.1,0.45,244.4444,8.8364,4.9091,22.0909,3.9091,Bajo,2934.0,143,143,0,100.0,31626.0,0.0,100.0,6,3626.4142,6000.0,0.0,65275.4565,71275.4565
SCN-0150-R01,SCN-0150,1,21760516,Alta demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,0.9,220,1.0,240,0.18,0.1,0.45,244.4444,8.8364,4.9091,22.0909,3.9091,Bajo,1498.0,249,249,0,100.0,54662.0,0.0,100.0,10,3414.6013,10000.0,0.0,122925.648,132925.648
SCN-0150-R02,SCN-0150,2,21760517,Alta demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,0.9,220,1.0,240,0.18,0.1,0.45,244.4444,8.8364,4.9091,22.0909,3.9091,Bajo,6089.0,255,255,0,100.0,55471.0,0.0,100.0,11,3592.3774,11000.0,0.0,129325.587,140325.587
SCN-0150-R03,SCN-0150,3,21760518,Alta demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,0.9,220,1.0,240,0.18,0.1,0.45,244.4444,8.8364,4.9091,22.0909,3.9091,Bajo,1856.0,251,251,0,100.0,54304.0,0.0,100.0,10,3542.4902,10000.0,0.0,127529.646,137529.646
SCN-0151-R01,SCN-0151,1,21770516,Alta demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,0.9,220,3.0,120,0.18,0.1,0.45,244.4444,8.8364,4.9091,22.0909,1.9091,Bajo,3759.0,142,141,1,99.3,30801.0,313.0,98.994,6,3081.4177,6000.0,3004.0,55465.518,64469.518
SCN-0151-R02,SCN-0151,2,21770517,Alta demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,0.9,220,3.0,120,0.18,0.1,0.45,244.4444,8.8364,4.9091,22.0909,1.9091,Bajo,5507.0,133,133,0,100.0,29053.0,0.0,100.0,6,3074.5862,6000.0,0.0,55342.551,61342.551
SCN-0151-R03,SCN-0151,3,21770518,Alta demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,0.9,220,3.0,120,0.18,0.1,0.45,244.4444,8.8364,4.9091,22.0909,1.9091,Bajo,3277.0,117,117,0,100.0,25883.0,0.0,100.0,5,3319.564,5000.0,0.0,59752.152,64752.152
SCN-0152-R01,SCN-0152,1,21780516,Alta demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,0.9,220,3.0,240,0.18,0.1,0.45,244.4444,8.8364,4.9091,22.0909,1.9091,Bajo,3190.0,272,272,0,100.0,58370.0,0.0,100.0,11,3336.1174,11000.0,0.0,120100.227,131100.227
SCN-0152-R02,SCN-0152,2,21780517,Alta demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,0.9,220,3.0,240,0.18,0.1,0.45,244.4444,8.8364,4.9091,22.0909,1.9091,Bajo,814.0,276,275,1,99.64,60746.0,276.0,99.5477,12,3062.7452,12000.0,2708.0,110258.826,124966.826
SCN-0152-R03,SCN-0152,3,21780518,Alta demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,0.9,220,3.0,240,0.18,0.1,0.45,244.4444,8.8364,4.9091,22.0909,1.9091,Bajo,5544.0,253,252,1,99.6,56016.0,250.0,99.5557,11,3144.3933,11000.0,2500.0,113198.16,126698.16
SCN-0153-R01,SCN-0153,1,21790516,Baja demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,1.8,120,1.0,120,0.18,0.1,0.45,66.6667,32.4,18.0,81.0,17.0,Bajo,5597.0,60,60,0,100.0,7363.0,0.0,100.0,2,3235.5236,2000.0,0.0,58239.4245,60239.4245
SCN-0153-R02,SCN-0153,2,21790517,Baja demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,1.8,120,1.0,120,0.18,0.1,0.45,66.6667,32.4,18.0,81.0,17.0,Bajo,5148.0,67,67,0,100.0,7812.0,0.0,100.0,2,3914.5772,2000.0,0.0,70462.389,72462.389
SCN-0153-R03,SCN-0153,3,21790518,Baja demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,1.8,120,1.0,120,0.18,0.1,0.45,66.6667,32.4,18.0,81.0,17.0,Bajo,6150.0,57,57,0,100.0,6810.0,0.0,100.0,2,4226.6325,2000.0,0.0,76079.385,78079.385
SCN-0154-R01,SCN-0154,1,21800516,Baja demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,1.8,120,1.0,240,0.18,0.1,0.45,66.6667,32.4,18.0,81.0,17.0,Bajo,2909.0,129,129,0,100.0,15451.0,0.0,100.0,3,3851.7555,3000.0,0.0,138663.1965,141663.1965
SCN-0154-R02,SCN-0154,2,21800517,Baja demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,1.8,120,1.0,240,0.18,0.1,0.45,66.6667,32.4,18.0,81.0,17.0,Bajo,1807.0,140,140,0,100.0,16553.0,0.0,100.0,3,3658.9176,3000.0,0.0,131721.033,134721.033
SCN-0154-R03,SCN-0154,3,21800518,Baja demanda / Rapido proveedor / Ajustada,12000,2160,1200,5400,1.8,120,1.0,240,0.18,0.1,0.45,66.6667,32.4,18.0,81.0,17.0,Bajo,4094.0,118,118,0,100.0,14266.0,0.0,100.0,3,4030.4815,3000.0,0.0,145097.334,148097.334
SCN-0155-R01,SCN-0155,1,21810516,Baja demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,1.8,120,3.0,120,0.18,0.1,0.45,66.6667,32.4,18.0,81.0,15.0,Bajo,4583.0,72,72,0,100.0,8377.0,0.0,100.0,2,3548.6649,2000.0,0.0,63875.9685,65875.9685
SCN-0155-R02,SCN-0155,2,21810517,Baja demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,1.8,120,3.0,120,0.18,0.1,0.45,66.6667,32.4,18.0,81.0,15.0,Bajo,5850.0,59,59,0,100.0,7110.0,0.0,100.0,2,3346.945,2000.0,0.0,60245.01,62245.01
SCN-0155-R03,SCN-0155,3,21810518,Baja demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,1.8,120,3.0,120,0.18,0.1,0.45,66.6667,32.4,18.0,81.0,15.0,Bajo,5389.0,63,63,0,100.0,7571.0,0.0,100.0,2,3469.1762,2000.0,0.0,62445.171,64445.171
SCN-0156-R01,SCN-0156,1,21820516,Baja demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,1.8,120,3.0,240,0.18,0.1,0.45,66.6667,32.4,18.0,81.0,15.0,Bajo,3689.0,122,122,0,100.0,14671.0,0.0,100.0,3,3788.1484,3000.0,0.0,136373.3415,139373.3415
SCN-0156-R02,SCN-0156,2,21820517,Baja demanda / Lento proveedor / Ajustada,12000,2160,1200,5400,1.8,120,3.0,240,0.18,0.1,0.45,66.6667,32.4,18.0,81.0,15.0,Bajo,2062.0,137,137,0,100.0,16298.0,0.0,100.0,3,3944.0772,3000.0,0.0,141986.781,144986.781
