Run_ID,Scenario_ID,Replica,Semilla,Escenario,CAPACIDAD_BODEGA,STOCK_INICIAL,PUNTO_REORDEN,CANTIDAD_REABASTECIMIENTO,TIEMPO_ENTRE_LLEGADAS,TAMANO_PEDIDO,LEAD_TIME_PROVEEDOR,TIEMPO_SIMULACION,STOCK_INICIAL_RATIO,PUNTO_REORDEN_RATIO,CANTIDAD_REABASTECIMIENTO_RATIO,Demanda_Diaria_Esperada,Cobertura_Inicial_Dias,Cobertura_ROP_Dias,Cobertura_Q_Dias,Brecha_LeadTime_Dias,Categoria_Riesgo,Inventario_Final,Total_Solicitudes,Pedidos_Surtidos,Ventas_Perdidas,Nivel_Servicio,Unidades_Vendidas,Unidades_Perdidas,Fill_Rate_Unidades,Ordenes_Proveedor,Inventario_Promedio,Costo_Ordenes,Costo_Escasez,Costo_Inventario,Costo_Total
SCN-0001-R01,SCN-0001,1,20270516,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,0.9,120,1.0,120,0.18,0.1,0.22,133.3333,10.8,6.0,13.2,5.0,Bajo,1817.0,129,129,0,100.0,15463.0,0.0,100.0,9,1550.7189,9000.0,0.0,27912.9405,36912.9405
SCN-0001-R02,SCN-0001,2,20270517,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,0.9,120,1.0,120,0.18,0.1,0.22,133.3333,10.8,6.0,13.2,5.0,Bajo,1615.0,131,131,0,100.0,15665.0,0.0,100.0,9,1447.5258,9000.0,0.0,26055.4635,35055.4635
SCN-0001-R03,SCN-0001,3,20270518,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,0.9,120,1.0,120,0.18,0.1,0.22,133.3333,10.8,6.0,13.2,5.0,Bajo,817.0,127,127,0,100.0,14703.0,0.0,100.0,8,1560.9574,8000.0,0.0,28097.2335,36097.2335
SCN-0002-R01,SCN-0002,1,20280516,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,0.9,120,1.0,240,0.18,0.1,0.22,133.3333,10.8,6.0,13.2,5.0,Bajo,2041.0,240,240,0,100.0,29319.0,0.0,100.0,17,1579.5669,17000.0,0.0,56864.4075,73864.4075
SCN-0002-R02,SCN-0002,2,20280517,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,0.9,120,1.0,240,0.18,0.1,0.22,133.3333,10.8,6.0,13.2,5.0,Bajo,2099.0,257,257,0,100.0,31021.0,0.0,100.0,18,1564.4192,18000.0,0.0,56319.0915,74319.0915
SCN-0002-R03,SCN-0002,3,20280518,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,0.9,120,1.0,240,0.18,0.1,0.22,133.3333,10.8,6.0,13.2,5.0,Bajo,2194.0,242,242,0,100.0,29166.0,0.0,100.0,17,1570.5475,17000.0,0.0,56539.7085,73539.7085
SCN-0003-R01,SCN-0003,1,20290516,Media demanda / Lento proveedor / Ajustada,8000,1440,800,1760,0.9,120,3.0,120,0.18,0.1,0.22,133.3333,10.8,6.0,13.2,3.0,Bajo,982.0,140,140,0,100.0,16298.0,0.0,100.0,9,1306.9024,9000.0,0.0,23524.2435,32524.2435
SCN-0003-R02,SCN-0003,2,20290517,Media demanda / Lento proveedor / Ajustada,8000,1440,800,1760,0.9,120,3.0,120,0.18,0.1,0.22,133.3333,10.8,6.0,13.2,3.0,Bajo,1693.0,131,128,3,97.71,15587.0,413.0,97.4188,9,1247.1137,9000.0,4804.0,22448.046,36252.046
SCN-0003-R03,SCN-0003,3,20290518,Media demanda / Lento proveedor / Ajustada,8000,1440,800,1760,0.9,120,3.0,120,0.18,0.1,0.22,133.3333,10.8,6.0,13.2,3.0,Bajo,344.0,124,124,0,100.0,15176.0,0.0,100.0,9,1302.9532,9000.0,0.0,23453.157,32453.157
SCN-0004-R01,SCN-0004,1,20300516,Media demanda / Lento proveedor / Ajustada,8000,1440,800,1760,0.9,120,3.0,240,0.18,0.1,0.22,133.3333,10.8,6.0,13.2,3.0,Bajo,1387.0,274,265,9,96.72,31733.0,1078.0,96.7145,18,1245.2067,18000.0,13124.0,44827.4415,75951.4415
SCN-0004-R02,SCN-0004,2,20300517,Media demanda / Lento proveedor / Ajustada,8000,1440,800,1760,0.9,120,3.0,240,0.18,0.1,0.22,133.3333,10.8,6.0,13.2,3.0,Bajo,252.0,265,263,2,99.25,31108.0,240.0,99.2344,18,1264.0018,18000.0,2920.0,45504.0645,66424.0645
SCN-0004-R03,SCN-0004,3,20300518,Media demanda / Lento proveedor / Ajustada,8000,1440,800,1760,0.9,120,3.0,240,0.18,0.1,0.22,133.3333,10.8,6.0,13.2,3.0,Bajo,986.0,255,255,0,100.0,30374.0,0.0,100.0,17,1284.2426,17000.0,0.0,46232.7345,63232.7345
SCN-0005-R01,SCN-0005,1,20310516,Alta demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,0.9,220,1.0,120,0.18,0.1,0.22,244.4444,5.8909,3.2727,7.2,2.2727,Bajo,692.0,152,149,3,98.03,32428.0,757.0,97.7188,19,1372.3852,19000.0,7556.0,24702.933,51258.933
SCN-0005-R02,SCN-0005,2,20310517,Alta demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,0.9,220,1.0,120,0.18,0.1,0.22,244.4444,5.8909,3.2727,7.2,2.2727,Bajo,217.0,134,133,1,99.25,29383.0,291.0,99.0193,17,1376.5047,17000.0,2828.0,24777.0855,44605.0855
SCN-0005-R03,SCN-0005,3,20310518,Alta demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,0.9,220,1.0,120,0.18,0.1,0.22,244.4444,5.8909,3.2727,7.2,2.2727,Bajo,1202.0,123,123,0,100.0,26638.0,0.0,100.0,15,1486.286,15000.0,0.0,26753.148,41753.148
SCN-0006-R01,SCN-0006,1,20320516,Alta demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,0.9,220,1.0,240,0.18,0.1,0.22,244.4444,5.8909,3.2727,7.2,2.2727,Bajo,795.0,280,280,0,100.0,60485.0,0.0,100.0,35,1407.524,35000.0,0.0,50670.8625,85670.8625
SCN-0006-R02,SCN-0006,2,20320517,Alta demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,0.9,220,1.0,240,0.18,0.1,0.22,244.4444,5.8909,3.2727,7.2,2.2727,Bajo,914.0,255,254,1,99.61,55086.0,237.0,99.5716,31,1480.0745,31000.0,2396.0,53282.6835,86678.6835
SCN-0006-R03,SCN-0006,3,20320518,Alta demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,0.9,220,1.0,240,0.18,0.1,0.22,244.4444,5.8909,3.2727,7.2,2.2727,Bajo,1160.0,263,260,3,98.86,56600.0,612.0,98.9303,32,1455.3815,32000.0,6396.0,52393.734,90789.734
SCN-0007-R01,SCN-0007,1,20330516,Alta demanda / Lento proveedor / Ajustada,8000,1440,800,1760,0.9,220,3.0,120,0.18,0.1,0.22,244.4444,5.8909,3.2727,7.2,0.2727,Medio,89.0,146,128,18,87.67,27751.0,4065.0,87.2234,16,1041.9523,16000.0,41520.0,18755.142,76275.142
SCN-0007-R02,SCN-0007,2,20330517,Alta demanda / Lento proveedor / Ajustada,8000,1440,800,1760,0.9,220,3.0,120,0.18,0.1,0.22,244.4444,5.8909,3.2727,7.2,0.2727,Medio,530.0,148,125,23,84.46,27310.0,5092.0,84.2849,16,1048.7753,16000.0,52236.0,18877.956,87113.956
SCN-0007-R03,SCN-0007,3,20330518,Alta demanda / Lento proveedor / Ajustada,8000,1440,800,1760,0.9,220,3.0,120,0.18,0.1,0.22,244.4444,5.8909,3.2727,7.2,0.2727,Medio,927.0,113,111,2,98.23,23393.0,381.0,98.3974,13,1106.8861,13000.0,4048.0,19923.9495,36971.9495
SCN-0008-R01,SCN-0008,1,20340516,Alta demanda / Lento proveedor / Ajustada,8000,1440,800,1760,0.9,220,3.0,240,0.18,0.1,0.22,244.4444,5.8909,3.2727,7.2,0.2727,Medio,1270.0,277,240,37,86.64,52970.0,8665.0,85.9414,30,1066.4213,30000.0,87820.0,38391.1665,156211.1665
SCN-0008-R02,SCN-0008,2,20340517,Alta demanda / Lento proveedor / Ajustada,8000,1440,800,1760,0.9,220,3.0,240,0.18,0.1,0.22,244.4444,5.8909,3.2727,7.2,0.2727,Medio,1794.0,270,237,33,87.78,50686.0,7114.0,87.692,29,1040.8615,29000.0,73412.0,37471.014,139883.014
SCN-0008-R03,SCN-0008,3,20340518,Alta demanda / Lento proveedor / Ajustada,8000,1440,800,1760,0.9,220,3.0,240,0.18,0.1,0.22,244.4444,5.8909,3.2727,7.2,0.2727,Medio,738.0,264,240,24,90.91,51742.0,5258.0,90.7754,30,1082.3748,30000.0,54064.0,38965.4925,123029.4925
SCN-0009-R01,SCN-0009,1,20350516,Baja demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,1.8,120,1.0,120,0.18,0.1,0.22,66.6667,21.6,12.0,26.4,11.0,Bajo,1494.0,60,60,0,100.0,6986.0,0.0,100.0,4,1694.9581,4000.0,0.0,30509.2455,34509.2455
SCN-0009-R02,SCN-0009,2,20350517,Baja demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,1.8,120,1.0,120,0.18,0.1,0.22,66.6667,21.6,12.0,26.4,11.0,Bajo,858.0,48,48,0,100.0,5862.0,0.0,100.0,3,1593.3439,3000.0,0.0,28680.1905,31680.1905
SCN-0009-R03,SCN-0009,3,20350518,Baja demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,1.8,120,1.0,120,0.18,0.1,0.22,66.6667,21.6,12.0,26.4,11.0,Bajo,1088.0,76,76,0,100.0,9152.0,0.0,100.0,5,1576.6135,5000.0,0.0,28379.043,33379.043
SCN-0010-R01,SCN-0010,1,20360516,Baja demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,1.8,120,1.0,240,0.18,0.1,0.22,66.6667,21.6,12.0,26.4,11.0,Bajo,1722.0,113,113,0,100.0,13798.0,0.0,100.0,8,1606.0909,8000.0,0.0,57819.2715,65819.2715
SCN-0010-R02,SCN-0010,2,20360517,Baja demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,1.8,120,1.0,240,0.18,0.1,0.22,66.6667,21.6,12.0,26.4,11.0,Bajo,1819.0,128,128,0,100.0,15461.0,0.0,100.0,9,1643.2792,9000.0,0.0,59158.0515,68158.0515
SCN-0010-R03,SCN-0010,3,20360518,Baja demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,1.8,120,1.0,240,0.18,0.1,0.22,66.6667,21.6,12.0,26.4,11.0,Bajo,1936.0,144,144,0,100.0,17104.0,0.0,100.0,10,1571.6437,10000.0,0.0,56579.172,66579.172
SCN-0011-R01,SCN-0011,1,20370516,Baja demanda / Lento proveedor / Ajustada,8000,1440,800,1760,1.8,120,3.0,120,0.18,0.1,0.22,66.6667,21.6,12.0,26.4,9.0,Bajo,2272.0,68,68,0,100.0,7968.0,0.0,100.0,5,1364.7873,5000.0,0.0,24566.1705,29566.1705
SCN-0011-R02,SCN-0011,2,20370517,Baja demanda / Lento proveedor / Ajustada,8000,1440,800,1760,1.8,120,3.0,120,0.18,0.1,0.22,66.6667,21.6,12.0,26.4,9.0,Bajo,1310.0,61,61,0,100.0,7170.0,0.0,100.0,4,1572.5724,4000.0,0.0,28306.3035,32306.3035
SCN-0011-R03,SCN-0011,3,20370518,Baja demanda / Lento proveedor / Ajustada,8000,1440,800,1760,1.8,120,3.0,120,0.18,0.1,0.22,66.6667,21.6,12.0,26.4,9.0,Bajo,1150.0,78,78,0,100.0,9090.0,0.0,100.0,5,1387.4183,5000.0,0.0,24973.5285,29973.5285
SCN-0012-R01,SCN-0012,1,20380516,Baja demanda / Lento proveedor / Ajustada,8000,1440,800,1760,1.8,120,3.0,240,0.18,0.1,0.22,66.6667,21.6,12.0,26.4,9.0,Bajo,505.0,140,140,0,100.0,16775.0,0.0,100.0,10,1511.9414,10000.0,0.0,54429.8895,64429.8895
SCN-0012-R02,SCN-0012,2,20380517,Baja demanda / Lento proveedor / Ajustada,8000,1440,800,1760,1.8,120,3.0,240,0.18,0.1,0.22,66.6667,21.6,12.0,26.4,9.0,Bajo,1350.0,146,146,0,100.0,17690.0,0.0,100.0,10,1450.8351,10000.0,0.0,52230.063,62230.063
SCN-0012-R03,SCN-0012,3,20380518,Baja demanda / Lento proveedor / Ajustada,8000,1440,800,1760,1.8,120,3.0,240,0.18,0.1,0.22,66.6667,21.6,12.0,26.4,9.0,Bajo,1479.0,130,130,0,100.0,15801.0,0.0,100.0,9,1539.2073,9000.0,0.0,55411.4625,64411.4625
SCN-0013-R01,SCN-0013,1,20390516,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,1.8,220,1.0,120,0.18,0.1,0.22,122.2222,11.7818,6.5455,14.4,5.5455,Bajo,1118.0,74,74,0,100.0,16162.0,0.0,100.0,9,1490.8612,9000.0,0.0,26835.5025,35835.5025
SCN-0013-R02,SCN-0013,2,20390517,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,1.8,220,1.0,120,0.18,0.1,0.22,122.2222,11.7818,6.5455,14.4,5.5455,Bajo,1664.0,64,64,0,100.0,13856.0,0.0,100.0,8,1596.9358,8000.0,0.0,28744.8435,36744.8435
SCN-0013-R03,SCN-0013,3,20390518,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,1.8,220,1.0,120,0.18,0.1,0.22,122.2222,11.7818,6.5455,14.4,5.5455,Bajo,1158.0,73,73,0,100.0,16122.0,0.0,100.0,9,1528.5194,9000.0,0.0,27513.3495,36513.3495
SCN-0014-R01,SCN-0014,1,20400516,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,1.8,220,1.0,240,0.18,0.1,0.22,122.2222,11.7818,6.5455,14.4,5.5455,Bajo,1490.0,127,127,0,100.0,28110.0,0.0,100.0,16,1501.1004,16000.0,0.0,54039.6135,70039.6135
SCN-0014-R02,SCN-0014,2,20400517,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,1.8,220,1.0,240,0.18,0.1,0.22,122.2222,11.7818,6.5455,14.4,5.5455,Bajo,2200.0,119,119,0,100.0,25640.0,0.0,100.0,15,1606.9266,15000.0,0.0,57849.3585,72849.3585
SCN-0014-R03,SCN-0014,3,20400518,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,1760,1.8,220,1.0,240,0.18,0.1,0.22,122.2222,11.7818,6.5455,14.4,5.5455,Bajo,616.0,118,118,0,100.0,25464.0,0.0,100.0,15,1577.5651,15000.0,0.0,56792.3445,71792.3445
SCN-0015-R01,SCN-0015,1,20410516,Media demanda / Lento proveedor / Ajustada,8000,1440,800,1760,1.8,220,3.0,120,0.18,0.1,0.22,122.2222,11.7818,6.5455,14.4,3.5455,Bajo,1278.0,64,64,0,100.0,14242.0,0.0,100.0,8,1294.4109,8000.0,0.0,23299.3965,31299.3965
SCN-0015-R02,SCN-0015,2,20410517,Media demanda / Lento proveedor / Ajustada,8000,1440,800,1760,1.8,220,3.0,120,0.18,0.1,0.22,122.2222,11.7818,6.5455,14.4,3.5455,Bajo,2040.0,56,55,1,98.21,11720.0,227.0,98.0999,7,1345.81,7000.0,2316.0,24224.58,33540.58
SCN-0015-R03,SCN-0015,3,20410518,Media demanda / Lento proveedor / Ajustada,8000,1440,800,1760,1.8,220,3.0,120,0.18,0.1,0.22,122.2222,11.7818,6.5455,14.4,3.5455,Bajo,1697.0,50,50,0,100.0,10303.0,0.0,100.0,6,1544.7988,6000.0,0.0,27806.3775,33806.3775
SCN-0016-R01,SCN-0016,1,20420516,Media demanda / Lento proveedor / Ajustada,8000,1440,800,1760,1.8,220,3.0,240,0.18,0.1,0.22,122.2222,11.7818,6.5455,14.4,3.5455,Bajo,344.0,129,125,4,96.9,27496.0,1049.0,96.3251,16,1268.9735,16000.0,10392.0,45683.0475,72075.0475
SCN-0016-R02,SCN-0016,2,20420517,Media demanda / Lento proveedor / Ajustada,8000,1440,800,1760,1.8,220,3.0,240,0.18,0.1,0.22,122.2222,11.7818,6.5455,14.4,3.5455,Bajo,1269.0,133,130,3,97.74,28331.0,768.0,97.3607,16,1324.4255,16000.0,7644.0,47679.318,71323.318
SCN-0016-R03,SCN-0016,3,20420518,Media demanda / Lento proveedor / Ajustada,8000,1440,800,1760,1.8,220,3.0,240,0.18,0.1,0.22,122.2222,11.7818,6.5455,14.4,3.5455,Bajo,1019.0,146,141,5,96.58,30341.0,1122.0,96.4339,17,1276.1681,17000.0,11476.0,45942.0525,74418.0525
SCN-0017-R01,SCN-0017,1,20430516,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,0.9,120,1.0,120,0.18,0.1,0.45,133.3333,10.8,6.0,27.0,5.0,Bajo,2186.0,144,144,0,100.0,17254.0,0.0,100.0,5,2380.4775,5000.0,0.0,42848.595,47848.595
SCN-0017-R02,SCN-0017,2,20430517,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,0.9,120,1.0,120,0.18,0.1,0.45,133.3333,10.8,6.0,27.0,5.0,Bajo,1912.0,119,119,0,100.0,13928.0,0.0,100.0,4,2586.6158,4000.0,0.0,46559.085,50559.085
SCN-0017-R03,SCN-0017,3,20430518,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,0.9,120,1.0,120,0.18,0.1,0.45,133.3333,10.8,6.0,27.0,5.0,Bajo,1432.0,121,121,0,100.0,14408.0,0.0,100.0,4,2461.0671,4000.0,0.0,44299.2075,48299.2075
SCN-0018-R01,SCN-0018,1,20440516,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,0.9,120,1.0,240,0.18,0.1,0.45,133.3333,10.8,6.0,27.0,5.0,Bajo,2210.0,266,266,0,100.0,31630.0,0.0,100.0,9,2470.2413,9000.0,0.0,88928.688,97928.688
SCN-0018-R02,SCN-0018,2,20440517,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,0.9,120,1.0,240,0.18,0.1,0.45,133.3333,10.8,6.0,27.0,5.0,Bajo,4038.0,272,272,0,100.0,33402.0,0.0,100.0,10,2440.772,10000.0,0.0,87867.7905,97867.7905
SCN-0018-R03,SCN-0018,3,20440518,Media demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,0.9,120,1.0,240,0.18,0.1,0.45,133.3333,10.8,6.0,27.0,5.0,Bajo,2244.0,267,267,0,100.0,31596.0,0.0,100.0,9,2404.1758,9000.0,0.0,86550.33,95550.33
SCN-0019-R01,SCN-0019,1,20450516,Media demanda / Lento proveedor / Ajustada,8000,1440,800,3600,0.9,120,3.0,120,0.18,0.1,0.45,133.3333,10.8,6.0,27.0,3.0,Bajo,2518.0,140,140,0,100.0,16922.0,0.0,100.0,5,2165.9448,5000.0,0.0,38987.007,43987.007
SCN-0019-R02,SCN-0019,2,20450517,Media demanda / Lento proveedor / Ajustada,8000,1440,800,3600,0.9,120,3.0,120,0.18,0.1,0.45,133.3333,10.8,6.0,27.0,3.0,Bajo,2059.0,146,146,0,100.0,17381.0,0.0,100.0,5,2056.688,5000.0,0.0,37020.384,42020.384
SCN-0019-R03,SCN-0019,3,20450518,Media demanda / Lento proveedor / Ajustada,8000,1440,800,3600,0.9,120,3.0,120,0.18,0.1,0.45,133.3333,10.8,6.0,27.0,3.0,Bajo,1307.0,149,149,0,100.0,18133.0,0.0,100.0,5,2173.0427,5000.0,0.0,39114.768,44114.768
SCN-0020-R01,SCN-0020,1,20460516,Media demanda / Lento proveedor / Ajustada,8000,1440,800,3600,0.9,120,3.0,240,0.18,0.1,0.45,133.3333,10.8,6.0,27.0,3.0,Bajo,1057.0,275,274,1,99.64,32783.0,83.0,99.7475,9,2120.4527,9000.0,1164.0,76336.299,86500.299
SCN-0020-R02,SCN-0020,2,20460517,Media demanda / Lento proveedor / Ajustada,8000,1440,800,3600,0.9,120,3.0,240,0.18,0.1,0.45,133.3333,10.8,6.0,27.0,3.0,Bajo,2612.0,265,265,0,100.0,31228.0,0.0,100.0,9,2186.4824,9000.0,0.0,78713.367,87713.367
SCN-0020-R03,SCN-0020,3,20460518,Media demanda / Lento proveedor / Ajustada,8000,1440,800,3600,0.9,120,3.0,240,0.18,0.1,0.45,133.3333,10.8,6.0,27.0,3.0,Bajo,1378.0,242,240,2,99.17,28862.0,271.0,99.0698,8,2158.2959,8000.0,3168.0,77698.6515,88866.6515
SCN-0021-R01,SCN-0021,1,20470516,Alta demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,0.9,220,1.0,120,0.18,0.1,0.45,244.4444,5.8909,3.2727,14.7273,2.2727,Bajo,3296.0,122,122,0,100.0,26944.0,0.0,100.0,8,2377.8606,8000.0,0.0,42801.4905,50801.4905
SCN-0021-R02,SCN-0021,2,20470517,Alta demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,0.9,220,1.0,120,0.18,0.1,0.45,244.4444,5.8909,3.2727,14.7273,2.2727,Bajo,1945.0,126,126,0,100.0,28295.0,0.0,100.0,8,2438.633,8000.0,0.0,43895.394,51895.394
SCN-0021-R03,SCN-0021,3,20470518,Alta demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,0.9,220,1.0,120,0.18,0.1,0.45,244.4444,5.8909,3.2727,14.7273,2.2727,Bajo,1030.0,153,153,0,100.0,32810.0,0.0,100.0,9,2237.1206,9000.0,0.0,40268.1705,49268.1705
SCN-0022-R01,SCN-0022,1,20480516,Alta demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,0.9,220,1.0,240,0.18,0.1,0.45,244.4444,5.8909,3.2727,14.7273,2.2727,Bajo,1984.0,278,278,0,100.0,60656.0,0.0,100.0,17,2336.0357,17000.0,0.0,84097.2855,101097.2855
SCN-0022-R02,SCN-0022,2,20480517,Alta demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,0.9,220,1.0,240,0.18,0.1,0.45,244.4444,5.8909,3.2727,14.7273,2.2727,Bajo,3699.0,265,264,1,99.62,58941.0,200.0,99.6618,17,2394.8652,17000.0,2100.0,86215.146,105315.146
SCN-0022-R03,SCN-0022,3,20480518,Alta demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,0.9,220,1.0,240,0.18,0.1,0.45,244.4444,5.8909,3.2727,14.7273,2.2727,Bajo,2979.0,266,263,3,98.87,59661.0,642.0,98.9354,17,2339.3082,17000.0,6636.0,84215.094,107851.094
SCN-0023-R01,SCN-0023,1,20490516,Alta demanda / Lento proveedor / Ajustada,8000,1440,800,3600,0.9,220,3.0,120,0.18,0.1,0.45,244.4444,5.8909,3.2727,14.7273,0.2727,Medio,3839.0,121,118,3,97.52,26401.0,703.0,97.4063,8,2020.7138,8000.0,7124.0,36372.849,51496.849
SCN-0023-R02,SCN-0023,2,20490517,Alta demanda / Lento proveedor / Ajustada,8000,1440,800,3600,0.9,220,3.0,120,0.18,0.1,0.45,244.4444,5.8909,3.2727,14.7273,0.2727,Medio,2175.0,155,144,11,92.9,31665.0,2432.0,92.8674,9,1953.021,9000.0,24956.0,35154.378,69110.378
SCN-0023-R03,SCN-0023,3,20490518,Alta demanda / Lento proveedor / Ajustada,8000,1440,800,3600,0.9,220,3.0,120,0.18,0.1,0.45,244.4444,5.8909,3.2727,14.7273,0.2727,Medio,3009.0,138,128,10,92.75,27231.0,2331.0,92.1149,8,2102.4483,8000.0,23648.0,37844.07,69492.07
SCN-0024-R01,SCN-0024,1,20500516,Alta demanda / Lento proveedor / Ajustada,8000,1440,800,3600,0.9,220,3.0,240,0.18,0.1,0.45,244.4444,5.8909,3.2727,14.7273,0.2727,Medio,2582.0,299,279,20,93.31,60058.0,4116.0,93.5862,17,1902.7246,17000.0,42928.0,68498.085,128426.085
SCN-0024-R02,SCN-0024,2,20500517,Alta demanda / Lento proveedor / Ajustada,8000,1440,800,3600,0.9,220,3.0,240,0.18,0.1,0.45,244.4444,5.8909,3.2727,14.7273,0.2727,Medio,153.0,278,270,8,97.12,58887.0,1886.0,96.8966,17,2012.6013,17000.0,19088.0,72453.648,108541.648
SCN-0024-R03,SCN-0024,3,20500518,Alta demanda / Lento proveedor / Ajustada,8000,1440,800,3600,0.9,220,3.0,240,0.18,0.1,0.45,244.4444,5.8909,3.2727,14.7273,0.2727,Medio,1094.0,263,249,14,94.68,54346.0,3339.0,94.2117,15,1923.0631,15000.0,33712.0,69230.271,117942.271
SCN-0025-R01,SCN-0025,1,20510516,Baja demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,1.8,120,1.0,120,0.18,0.1,0.45,66.6667,21.6,12.0,54.0,11.0,Bajo,4129.0,64,64,0,100.0,8111.0,0.0,100.0,3,2300.3205,3000.0,0.0,41405.769,44405.769
SCN-0025-R02,SCN-0025,2,20510517,Baja demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,1.8,120,1.0,120,0.18,0.1,0.45,66.6667,21.6,12.0,54.0,11.0,Bajo,1385.0,89,89,0,100.0,10855.0,0.0,100.0,3,2729.0868,3000.0,0.0,49123.563,52123.563
SCN-0025-R03,SCN-0025,3,20510518,Baja demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,1.8,120,1.0,120,0.18,0.1,0.45,66.6667,21.6,12.0,54.0,11.0,Bajo,806.0,69,69,0,100.0,7834.0,0.0,100.0,2,2602.5311,2000.0,0.0,46845.5595,48845.5595
SCN-0026-R01,SCN-0026,1,20520516,Baja demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,1.8,120,1.0,240,0.18,0.1,0.45,66.6667,21.6,12.0,54.0,11.0,Bajo,3045.0,136,136,0,100.0,16395.0,0.0,100.0,5,2423.1049,5000.0,0.0,87231.777,92231.777
SCN-0026-R02,SCN-0026,2,20520517,Baja demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,1.8,120,1.0,240,0.18,0.1,0.45,66.6667,21.6,12.0,54.0,11.0,Bajo,1112.0,155,155,0,100.0,18328.0,0.0,100.0,5,2498.8224,5000.0,0.0,89957.607,94957.607
SCN-0026-R03,SCN-0026,3,20520518,Baja demanda / Rapido proveedor / Ajustada,8000,1440,800,3600,1.8,120,1.0,240,0.18,0.1,0.45,66.6667,21.6,12.0,54.0,11.0,Bajo,2773.0,137,137,0,100.0,16667.0,0.0,100.0,5,2545.8485,5000.0,0.0,91650.546,96650.546
SCN-0027-R01,SCN-0027,1,20530516,Baja demanda / Lento proveedor / Ajustada,8000,1440,800,3600,1.8,120,3.0,120,0.18,0.1,0.45,66.6667,21.6,12.0,54.0,9.0,Bajo,3111.0,78,78,0,100.0,9129.0,0.0,100.0,3,2184.4707,3000.0,0.0,39320.472,42320.472
SCN-0027-R02,SCN-0027,2,20530517,Baja demanda / Lento proveedor / Ajustada,8000,1440,800,3600,1.8,120,3.0,120,0.18,0.1,0.45,66.6667,21.6,12.0,54.0,9.0,Bajo,1023.0,64,64,0,100.0,7617.0,0.0,100.0,2,2200.1815,2000.0,0.0,39603.267,41603.267
SCN-0027-R03,SCN-0027,3,20530518,Baja demanda / Lento proveedor / Ajustada,8000,1440,800,3600,1.8,120,3.0,120,0.18,0.1,0.45,66.6667,21.6,12.0,54.0,9.0,Bajo,3625.0,75,75,0,100.0,8615.0,0.0,100.0,3,2297.2488,3000.0,0.0,41350.4775,44350.4775
SCN-0028-R01,SCN-0028,1,20540516,Baja demanda / Lento proveedor / Ajustada,8000,1440,800,3600,1.8,120,3.0,240,0.18,0.1,0.45,66.6667,21.6,12.0,54.0,9.0,Bajo,3358.0,137,137,0,100.0,16082.0,0.0,100.0,5,2384.346,5000.0,0.0,85836.4545,90836.4545
SCN-0028-R02,SCN-0028,2,20540517,Baja demanda / Lento proveedor / Ajustada,8000,1440,800,3600,1.8,120,3.0,240,0.18,0.1,0.45,66.6667,21.6,12.0,54.0,9.0,Bajo,3026.0,137,137,0,100.0,16414.0,0.0,100.0,5,2559.0878,5000.0,0.0,92127.1605,97127.1605
